Player,Team,Agent,Usage,RoundsPlayed,Rating,AverageCombatScore,KillsDeath,ADPR,KAST,KPR,APR,FKPR,FDPR,Kills,Deaths,Assists,FirstBloods,FirstDeaths,Games,CleanedRating,AdjustedRating,SelflessIndex
micro,LILITH,reyna,26.0,195,1.45,279.9,1.67,176.5,80%,1.01,0.3,0.16,0.10,197,118,59,32,19,10,1.45,0.83,0.3
mimo,LILAX,killjoy,68.0,323,0.95,166.2,0.92,117.4,71%,0.56,0.17,0.05,0.06,181,196,56,16,18,17,0.95,0.59,0.3
mimo,LILAX,cypher,32.0,154,0.78,141.0,0.73,100.6,65%,0.51,0.16,0.03,0.05,78,107,25,4,7,8,0.78,0.42,0.31
misty,PS5PATAS,kayo,32.0,1106,0.96,203.0,0.90,132.7,71%,0.68,0.43,0.10,0.09,747,826,472,116,100,56,0.96,0.73,0.63
misty,PS5PATAS,breach,20.0,669,0.88,182.8,0.81,120.4,68%,0.62,0.33,0.06,0.09,418,513,221,41,59,35,0.88,0.62,0.53
misty,PS5PATAS,jett,16.0,542,0.87,209.2,0.87,132.1,67%,0.7,0.21,0.15,0.19,381,440,115,83,103,27,0.87,0.59,0.3
miyu,Unknown,omen,64.0,928,0.89,167.7,0.81,107.7,68%,0.58,0.41,0.06,0.07,540,665,380,55,64,46,0.89,0.66,0.71
miyu,Unknown,viper,11.0,154,0.64,126.0,0.62,89.4,62%,0.46,0.15,0.03,0.07,71,114,23,4,11,8,0.64,0.35,0.33
moni,Everyone Really Misses,cypher,26.0,280,0.87,170.4,0.88,114.8,66%,0.63,0.17,0.05,0.10,175,198,47,14,27,16,0.87,0.53,0.27
moni,Everyone Really Misses,omen,21.0,238,0.9,172.0,0.80,109.7,67%,0.6,0.4,0.06,0.12,142,177,96,15,29,13,0.9,0.53,0.67
moni,Everyone Really Misses,killjoy,21.0,231,0.7,165.2,0.64,114.1,59%,0.53,0.16,0.06,0.15,122,190,36,15,35,13,0.7,0.41,0.3
moni,Everyone Really Misses,viper,18.0,232,0.99,223.3,1.01,141.8,71%,0.76,0.17,0.16,0.13,177,175,40,36,29,11,0.99,0.58,0.22
morgan,Bon Bon Bum,sova,46.0,753,1.05,208.8,1.07,140.7,72%,0.75,0.33,0.07,0.10,564,527,247,51,75,37,1.05,0.75,0.44
morgan,Bon Bon Bum,gekko,21.0,335,0.99,192.0,1.01,129.1,73%,0.69,0.3,0.09,0.08,230,228,100,29,26,17,0.99,0.62,0.43
morita,raised,jett,47.0,1105,1.05,227.3,1.12,146.4,70%,0.82,0.17,0.20,0.16,901,808,193,221,178,57,1.05,0.8,0.21
morita,raised,raze,18.0,476,1.11,243.9,1.11,161.4,72%,0.82,0.24,0.19,0.14,390,350,112,91,69,22,1.11,0.74,0.29
morita,raised,reyna,12.0,276,1.17,244.9,1.26,159.0,74%,0.87,0.23,0.10,0.12,239,190,63,28,33,14,1.17,0.71,0.26
myoh4nn,URACHACHA,jett,45.0,497,1.29,287.5,1.44,179.5,74%,1.01,0.17,0.25,0.13,502,348,85,125,67,26,1.29,0.87,0.17
myoh4nn,URACHACHA,raze,41.0,457,1.15,263.0,1.21,171.6,74%,0.88,0.2,0.19,0.18,401,332,92,87,80,24,1.15,0.76,0.23
myoh4nn,URACHACHA,killjoy,12.0,151,1.25,262.6,1.39,179.3,74%,0.91,0.17,0.08,0.10,138,99,25,12,15,7,1.25,0.68,0.19
nanno,Unknown,cypher,30.0,762,0.96,191.2,0.99,128.6,67%,0.7,0.16,0.07,0.07,533,537,119,51,51,38,0.96,0.69,0.23
nanno,Unknown,killjoy,19.0,455,0.94,201.3,0.92,139.6,64%,0.72,0.15,0.10,0.08,326,353,68,47,37,24,0.94,0.62,0.21
nanno,Unknown,chamber,18.0,448,1.17,238.6,1.21,159.3,67%,0.88,0.14,0.13,0.09,393,325,63,59,39,23,1.17,0.77,0.16
nariel,Unknown,jett,32.0,941,1.05,227.9,1.10,146.1,70%,0.8,0.19,0.20,0.17,755,685,177,190,157,48,1.05,0.78,0.24
nariel,Unknown,skye,15.0,417,1.04,204.4,1.04,132.7,68%,0.72,0.34,0.10,0.09,299,287,143,41,39,22,1.04,0.68,0.47
nariel,Unknown,breach,13.0,411,0.99,178.6,0.95,123.5,71%,0.63,0.35,0.06,0.04,260,273,143,23,16,20,0.99,0.64,0.56
natasha,LOUD GC,killjoy,47.0,1326,1.2,226.9,1.32,152.9,76%,0.81,0.18,0.12,0.07,1077,814,236,159,96,67,1.2,0.93,0.22
natasha,LOUD GC,cypher,27.0,774,1.05,194.4,1.11,131.9,72%,0.72,0.22,0.10,0.07,557,500,168,77,58,38,1.05,0.75,0.31
natas,FUSION X,sova,27.0,408,0.9,168.3,0.83,119.3,69%,0.6,0.24,0.05,0.07,243,293,99,19,28,21,0.9,0.58,0.4
natas,FUSION X,gekko,13.0,217,0.86,138.1,0.84,96.0,66%,0.52,0.22,0.09,0.10,112,134,48,19,21,10,0.86,0.5,0.42
natas,FUSION X,viper,11.0,171,0.79,159.7,0.75,106.6,64%,0.54,0.22,0.05,0.10,93,124,37,8,17,9,0.79,0.44,0.41
nati,LEVIATÁN GC,viper,28.0,216,1.08,225.1,1.12,142.3,74%,0.81,0.18,0.06,0.06,176,157,38,12,14,10,1.08,0.63,0.22
nati,LEVIATÁN GC,omen,25.0,177,0.97,170.6,0.99,117.6,71%,0.62,0.33,0.03,0.05,109,110,59,5,9,9,0.97,0.54,0.53
nati,LEVIATÁN GC,sova,19.0,144,0.91,178.9,0.90,115.3,64%,0.61,0.2,0.08,0.06,88,98,29,12,8,7,0.91,0.49,0.33
naxa,Zen eSports GC,raze,43.0,761,1.28,296.3,1.33,188.6,73%,1.03,0.21,0.23,0.17,782,587,158,177,128,36,1.28,0.92,0.2
naxa,Zen eSports GC,jett,21.0,373,1.2,291.6,1.27,183.2,68%,0.99,0.19,0.29,0.18,368,289,70,107,68,18,1.2,0.77,0.19
naxa,Zen eSports GC,sova,14.0,254,1.12,235.9,1.08,162.9,71%,0.83,0.25,0.09,0.07,210,194,63,22,17,12,1.12,0.67,0.3
nescargot,charbon,killjoy,41.0,440,0.99,196.8,1.02,132.0,66%,0.69,0.12,0.05,0.08,305,300,52,24,37,22,0.99,0.65,0.17
nescargot,charbon,omen,24.0,270,1.02,191.5,1.01,125.2,74%,0.67,0.41,0.10,0.09,180,178,111,27,23,13,1.02,0.62,0.61
nescargot,charbon,cypher,11.0,113,1.2,194.2,1.38,126.2,72%,0.74,0.24,0.10,0.07,84,61,27,11,8,6,1.2,0.61,0.32
nezha,K7 Esports,breach,54.0,682,1.2,228.4,1.22,145.9,78%,0.83,0.46,0.10,0.09,565,462,313,67,63,34,1.2,0.85,0.55
nezha,K7 Esports,skye,16.0,191,1.18,239.0,1.28,148.9,78%,0.84,0.37,0.11,0.08,160,125,71,21,15,10,1.18,0.67,0.44
nicky,9z Team GC,omen,56.0,843,1.1,202.4,1.09,132.0,75%,0.73,0.4,0.09,0.06,614,565,338,77,51,41,1.1,0.8,0.55
nicky,9z Team GC,viper,19.0,306,1.18,237.6,1.25,146.9,77%,0.8,0.3,0.10,0.07,246,197,93,32,21,14,1.18,0.73,0.37
nila,Scissor Sisters,cypher,43.0,685,1.16,204.3,1.23,136.2,74%,0.75,0.23,0.10,0.07,511,416,160,66,49,35,1.16,0.82,0.31
nila,Scissor Sisters,killjoy,39.0,646,1.0,198.1,1.02,133.9,71%,0.67,0.19,0.09,0.07,432,423,120,58,47,32,1.0,0.7,0.28
nila,Scissor Sisters,chamber,13.0,231,1.01,204.8,1.01,138.6,72%,0.73,0.17,0.14,0.11,168,166,40,32,26,11,1.01,0.59,0.23
none,9z Team GC,jett,61.0,1713,1.23,274.9,1.33,177.7,72%,0.97,0.17,0.25,0.18,1662,1245,285,424,304,83,1.23,0.99,0.18
none,9z Team GC,neon,15.0,427,1.08,259.2,1.10,167.3,71%,0.87,0.25,0.21,0.19,372,339,108,90,81,21,1.08,0.71,0.29
none,9z Team GC,raze,14.0,396,1.23,278.7,1.26,183.5,74%,0.95,0.23,0.22,0.13,376,299,92,87,53,19,1.23,0.79,0.24
noor,Twisted Minds Orchid,viper,40.0,845,0.97,172.2,0.97,115.8,73%,0.6,0.3,0.09,0.08,511,525,257,72,64,41,0.97,0.71,0.5
noor,Twisted Minds Orchid,killjoy,26.0,536,0.96,186.2,1.01,128.8,71%,0.64,0.13,0.08,0.08,343,339,72,42,44,27,0.96,0.65,0.2
noor,Twisted Minds Orchid,omen,15.0,306,0.99,156.9,0.93,104.1,76%,0.58,0.45,0.03,0.09,176,189,137,8,27,15,0.99,0.61,0.78
noze,BLAZE,killjoy,52.0,748,1.15,215.8,1.24,146.7,73%,0.78,0.14,0.09,0.07,580,467,101,68,53,36,1.15,0.82,0.18
noze,BLAZE,cypher,19.0,247,1.03,186.8,1.05,130.6,68%,0.72,0.15,0.07,0.08,178,169,37,18,20,13,1.03,0.61,0.21
nury,Unknown,breach,21.0,154,1.1,181.0,1.04,119.7,74%,0.68,0.46,0.05,0.09,105,101,71,8,14,8,1.1,0.6,0.68
nury,Unknown,kayo,18.0,133,1.08,218.1,1.06,144.4,79%,0.76,0.46,0.11,0.08,101,95,61,14,11,7,1.08,0.57,0.61
nury,Unknown,gekko,16.0,138,0.99,182.7,0.88,125.0,64%,0.67,0.27,0.07,0.07,92,105,37,9,9,6,0.99,0.53,0.4
nury,Unknown,jett,13.0,108,1.03,206.6,1.08,141.1,69%,0.73,0.16,0.13,0.13,79,73,17,14,14,5,1.03,0.52,0.22
nury,Unknown,skye,13.0,107,1.08,216.2,1.01,144.2,74%,0.75,0.51,0.10,0.04,80,79,55,11,4,5,1.08,0.55,0.68
odessaca,No Thoughts,omen,48.0,1257,0.93,173.5,0.86,115.0,70%,0.61,0.42,0.07,0.09,761,884,522,94,109,64,0.93,0.72,0.69
odessaca,No Thoughts,viper,14.0,382,0.89,198.3,0.88,129.4,64%,0.66,0.25,0.09,0.11,254,288,95,34,43,19,0.89,0.57,0.38
onni,Cyber Geek,jett,36.0,273,1.21,244.9,1.32,154.2,70%,0.86,0.16,0.17,0.16,235,178,44,46,45,15,1.21,0.73,0.19
onni,Cyber Geek,killjoy,21.0,162,1.12,209.7,1.28,139.6,76%,0.73,0.14,0.13,0.05,119,93,23,21,8,9,1.12,0.62,0.19
onni,Cyber Geek,raze,12.0,109,1.33,292.8,1.47,189.3,76%,1.06,0.15,0.20,0.16,116,79,16,22,17,5,1.33,0.67,0.14
oranges,Teddy Tactics,viper,22.0,668,0.9,194.2,0.94,125.6,70%,0.68,0.25,0.08,0.09,456,487,164,54,61,32,0.9,0.63,0.37
oranges,Teddy Tactics,killjoy,18.0,511,0.88,192.9,0.94,127.2,69%,0.68,0.17,0.08,0.09,345,366,88,43,47,27,0.88,0.59,0.25
oranges,Teddy Tactics,omen,11.0,329,1.04,207.6,1.08,131.2,79%,0.74,0.39,0.07,0.09,244,225,127,24,29,17,1.04,0.65,0.53
panchill,Zen eSports GC,killjoy,59.0,1166,1.07,210.5,1.08,144.3,70%,0.73,0.19,0.08,0.07,856,795,218,99,87,57,1.07,0.82,0.26
panchill,Zen eSports GC,cypher,14.0,295,0.89,171.6,0.91,113.4,69%,0.62,0.2,0.06,0.09,182,199,59,17,26,14,0.89,0.55,0.32
pannyx,Panny Sitter,sova,57.0,1074,1.09,192.7,1.07,131.9,75%,0.66,0.33,0.06,0.05,708,660,356,60,55,52,1.09,0.82,0.5
pannyx,Panny Sitter,reyna,11.0,191,1.14,217.5,1.18,145.1,70%,0.8,0.26,0.15,0.06,152,129,49,29,11,10,1.14,0.65,0.32
patitop,Deagle Ravagers,killjoy,45.0,870,1.12,227.6,1.18,157.6,71%,0.8,0.16,0.11,0.10,700,592,140,98,85,41,1.12,0.82,0.2
patitop,Deagle Ravagers,cypher,36.0,667,1.15,235.3,1.18,156.4,71%,0.82,0.2,0.14,0.10,546,464,135,92,67,33,1.15,0.81,0.24
patitop,Deagle Ravagers,viper,16.0,326,1.22,244.9,1.27,160.1,76%,0.88,0.22,0.13,0.12,287,226,71,44,38,15,1.22,0.76,0.25
peace,Twisted Minds Orchid,omen,33.0,392,1.13,220.6,1.13,141.1,76%,0.76,0.39,0.10,0.07,297,262,152,40,29,19,1.13,0.73,0.51
peace,Twisted Minds Orchid,kayo,17.0,189,1.22,228.9,1.20,147.8,79%,0.79,0.68,0.08,0.08,149,124,128,15,16,10,1.22,0.69,0.86
pigruto,Cardboard Dinosaur,sova,38.0,603,0.99,188.1,0.99,125.1,73%,0.65,0.27,0.07,0.06,392,396,163,40,38,31,0.99,0.68,0.42
pigruto,Cardboard Dinosaur,killjoy,23.0,390,0.75,140.3,0.71,97.7,62%,0.49,0.15,0.04,0.11,191,269,57,17,42,19,0.75,0.48,0.31
pigruto,Cardboard Dinosaur,cypher,15.0,234,0.73,150.9,0.71,105.8,62%,0.51,0.26,0.07,0.15,119,168,61,17,36,12,0.73,0.43,0.51
pingsong,FENNEL GC,fade,33.0,212,0.82,149.5,0.78,98.3,72%,0.52,0.26,0.06,0.05,111,143,56,12,11,11,0.82,0.47,0.5
pingsong,FENNEL GC,sova,27.0,183,1.12,209.9,1.09,141.1,79%,0.72,0.34,0.06,0.07,131,120,63,11,13,9,1.12,0.63,0.47
pinky-d,raised,raze,61.0,704,1.05,240.0,1.09,157.8,70%,0.83,0.18,0.17,0.17,581,535,130,123,118,33,1.05,0.74,0.22
pinky-d,raised,jett,24.0,270,0.88,198.6,0.90,130.0,66%,0.7,0.16,0.17,0.19,189,210,42,46,50,13,0.88,0.53,0.23
pink,Scissor Sisters,raze,54.0,578,1.18,245.5,1.28,161.2,75%,0.88,0.18,0.11,0.08,509,397,106,64,45,30,1.18,0.81,0.2
pink,Scissor Sisters,jett,20.0,222,1.2,236.7,1.33,149.3,76%,0.84,0.16,0.19,0.09,186,140,35,43,19,11,1.2,0.7,0.19
plumitadewa,Unknown,breach,31.0,365,0.88,179.6,0.80,116.8,69%,0.6,0.44,0.07,0.10,218,273,159,25,35,18,0.88,0.56,0.73
plumitadewa,Unknown,raze,26.0,306,1.1,242.5,1.16,163.8,75%,0.83,0.23,0.15,0.15,254,219,69,47,47,15,1.1,0.68,0.28
plumitadewa,Unknown,jett,19.0,225,0.81,187.9,0.85,123.8,62%,0.65,0.15,0.15,0.21,146,172,34,33,48,11,0.81,0.47,0.23
plumitadewa,Unknown,kayo,17.0,197,0.96,188.0,0.90,123.4,73%,0.63,0.53,0.07,0.12,125,139,104,14,24,10,0.96,0.55,0.84
qiqi,Cardboard Dinosaur,killjoy,44.0,328,0.97,181.5,1.01,125.9,72%,0.64,0.2,0.05,0.10,209,207,64,17,33,17,0.97,0.61,0.31
qiqi,Cardboard Dinosaur,astra,28.0,224,1.04,184.1,1.00,118.6,76%,0.65,0.42,0.04,0.03,146,146,95,10,6,11,1.04,0.61,0.65
raven,Teddy Tactics,viper,38.0,1252,1.14,220.4,1.18,152.0,73%,0.78,0.27,0.08,0.08,976,826,342,104,103,63,1.14,0.88,0.35
raven,Teddy Tactics,omen,37.0,1168,1.22,218.0,1.24,141.3,78%,0.8,0.47,0.06,0.05,929,748,549,66,54,61,1.22,0.93,0.59
rayne,YDZ Black,jett,29.0,1171,1.07,234.5,1.12,152.2,68%,0.84,0.16,0.20,0.18,982,874,189,230,210,59,1.07,0.82,0.19
rayne,YDZ Black,raze,22.0,870,1.23,262.8,1.29,173.2,72%,0.91,0.18,0.19,0.14,789,612,158,166,120,45,1.23,0.9,0.2
rice,RIMA GC,skye,32.0,493,1.09,217.9,1.05,140.6,72%,0.75,0.44,0.10,0.08,368,349,218,51,40,25,1.09,0.73,0.59
rice,RIMA GC,breach,14.0,233,1.05,204.1,1.06,132.7,78%,0.7,0.4,0.11,0.07,164,155,94,25,17,11,1.05,0.62,0.57
ripmel,Synergy,omen,49.0,1179,0.89,170.3,0.82,111.3,70%,0.59,0.37,0.05,0.08,695,845,440,64,95,60,0.89,0.68,0.63
ripmel,Synergy,killjoy,15.0,377,0.88,187.1,0.86,128.7,64%,0.64,0.16,0.08,0.09,242,282,59,29,33,18,0.88,0.56,0.25
ripmel,Synergy,viper,14.0,340,0.87,170.5,0.83,118.7,63%,0.59,0.26,0.05,0.09,200,242,88,17,32,17,0.87,0.55,0.44
riv,Refrag,killjoy,37.0,1379,0.98,201.4,1.01,133.5,72%,0.69,0.2,0.10,0.09,951,943,269,135,131,71,0.98,0.77,0.29
riv,Refrag,cypher,25.0,919,1.04,196.1,1.10,124.2,72%,0.69,0.24,0.10,0.10,638,582,216,95,90,47,1.04,0.77,0.35
rosa,swaglord9000,jett,36.0,886,1.1,238.4,1.11,158.3,73%,0.83,0.21,0.15,0.16,735,665,190,136,139,43,1.1,0.81,0.25
rosa,swaglord9000,raze,26.0,586,1.21,255.7,1.30,166.9,75%,0.89,0.24,0.14,0.13,519,398,143,81,75,31,1.21,0.83,0.27
rosa,swaglord9000,killjoy,16.0,376,1.09,228.2,1.12,153.9,75%,0.81,0.22,0.10,0.08,305,272,83,36,29,19,1.09,0.7,0.27
rosey,invincible gc,killjoy,33.0,996,1.11,220.3,1.16,147.5,76%,0.74,0.23,0.11,0.09,740,636,232,105,92,50,1.11,0.83,0.31
rosey,invincible gc,omen,22.0,665,1.04,195.1,1.06,122.9,78%,0.68,0.48,0.07,0.06,454,430,321,49,42,34,1.04,0.73,0.71
rosey,invincible gc,viper,22.0,698,1.1,225.2,1.13,148.0,73%,0.75,0.32,0.07,0.09,525,465,220,46,60,33,1.1,0.78,0.43
rosey,invincible gc,brimstone,13.0,427,1.3,239.4,1.36,159.4,79%,0.83,0.4,0.09,0.06,356,261,170,37,27,20,1.3,0.85,0.48
saab,New Combat Line GC,viper,37.0,280,1.13,220.3,1.26,141.4,74%,0.79,0.26,0.12,0.07,220,175,72,33,19,15,1.13,0.69,0.33
saab,New Combat Line GC,jett,24.0,184,0.89,190.1,0.91,124.9,60%,0.69,0.09,0.13,0.12,127,139,17,24,22,10,0.89,0.5,0.13
saab,New Combat Line GC,killjoy,12.0,88,1.0,204.2,1.07,139.6,68%,0.74,0.15,0.10,0.01,65,61,13,9,1,5,1.0,0.48,0.2
sadeem,R8 Blue,viper,65.0,536,1.2,224.5,1.30,148.3,73%,0.82,0.24,0.09,0.06,437,337,129,46,31,26,1.2,0.81,0.29
sadeem,R8 Blue,astra,15.0,129,1.18,198.3,1.16,128.9,76%,0.73,0.39,0.09,0.03,94,81,50,11,4,6,1.18,0.62,0.53
sadeem,R8 Blue,clove,13.0,109,1.27,275.2,1.26,162.2,79%,1.02,0.47,0.06,0.08,111,88,51,7,9,5,1.27,0.64,0.46
saikiwi,University War GC,omen,36.0,793,0.97,192.6,0.94,129.3,73%,0.69,0.35,0.10,0.09,548,580,274,76,71,38,0.97,0.7,0.51
saikiwi,University War GC,jett,28.0,583,1.08,246.3,1.13,161.7,71%,0.86,0.16,0.22,0.17,499,441,95,126,100,30,1.08,0.74,0.19
saikiwi,University War GC,viper,18.0,404,1.14,242.1,1.23,155.6,69%,0.83,0.22,0.14,0.12,336,274,90,58,50,19,1.14,0.74,0.27
salty,TOG Kitsune,breach,48.0,1876,0.96,180.5,0.90,116.2,75%,0.61,0.47,0.06,0.07,1148,1274,882,104,123,91,0.96,0.78,0.77
salty,TOG Kitsune,sage,14.0,557,0.89,172.6,0.87,113.3,70%,0.61,0.38,0.06,0.11,337,386,210,35,59,27,0.89,0.61,0.62
salty,TOG Kitsune,skye,13.0,494,0.9,175.5,0.87,110.7,70%,0.61,0.35,0.06,0.09,302,347,172,32,46,24,0.9,0.6,0.57
saraya,Legiowon Puff,skye,31.0,351,1.03,191.9,0.97,120.7,73%,0.72,0.43,0.09,0.07,254,261,150,31,25,17,1.03,0.65,0.6
saraya,Legiowon Puff,killjoy,20.0,210,1.1,223.7,1.10,151.0,64%,0.79,0.1,0.09,0.09,166,151,22,19,19,11,1.1,0.64,0.13
saraya,Legiowon Puff,breach,19.0,188,1.05,195.8,0.99,127.1,73%,0.69,0.42,0.06,0.05,129,130,79,12,9,10,1.05,0.59,0.61
saraya,Legiowon Puff,kayo,13.0,148,1.22,242.0,1.16,160.4,76%,0.85,0.46,0.07,0.07,126,109,68,11,10,7,1.22,0.66,0.54
saraya,Legiowon Puff,sova,11.0,108,0.98,194.7,0.99,130.9,65%,0.75,0.14,0.06,0.05,81,82,15,6,5,6,0.98,0.5,0.19
sar,Unknown,sova,31.0,98,0.87,176.3,0.85,123.9,65%,0.62,0.21,0.03,0.06,61,72,21,3,6,4,0.87,0.43,0.34
sar,Unknown,sage,23.0,69,0.72,158.0,0.68,103.6,65%,0.52,0.3,0.04,0.09,36,53,21,3,6,3,0.72,0.33,0.58
sar,Unknown,skye,23.0,64,1.04,197.3,1.05,124.4,69%,0.69,0.44,0.05,0.05,44,42,28,3,3,3,1.04,0.47,0.64
sar,Unknown,chamber,23.0,58,1.13,233.0,1.17,155.2,71%,0.83,0.24,0.26,0.10,48,41,14,15,6,3,1.13,0.5,0.29
sekkya,Unknown,skye,20.0,634,0.9,153.4,0.80,101.6,75%,0.54,0.49,0.04,0.06,340,425,313,26,41,29,0.9,0.63,0.91
sekkya,Unknown,kayo,18.0,485,0.93,161.6,0.79,105.1,74%,0.54,0.62,0.04,0.08,260,329,303,20,39,25,0.93,0.62,1.15
sekkya,Unknown,killjoy,12.0,338,0.86,171.1,0.89,116.6,68%,0.59,0.14,0.07,0.07,199,223,47,25,23,17,0.86,0.54,0.24
serena,ZETA DIVISION GC,cypher,30.0,326,1.04,195.3,1.11,129.6,72%,0.69,0.23,0.06,0.08,224,202,75,20,27,16,1.04,0.65,0.33
serena,ZETA DIVISION GC,killjoy,28.0,298,1.12,213.8,1.18,145.4,78%,0.73,0.22,0.08,0.04,217,184,67,24,12,15,1.12,0.69,0.3
serena,ZETA DIVISION GC,jett,25.0,269,1.05,218.7,1.13,139.6,70%,0.79,0.16,0.21,0.14,213,189,44,57,38,13,1.05,0.63,0.2
serena,ZETA DIVISION GC,raze,15.0,167,1.19,245.3,1.29,167.2,69%,0.86,0.22,0.14,0.13,144,112,36,23,21,8,1.19,0.66,0.26
setrexz,Dasein Club,jett,42.0,538,1.07,232.1,1.10,153.2,67%,0.84,0.16,0.20,0.18,450,408,86,110,96,27,1.07,0.73,0.19
setrexz,Dasein Club,neon,25.0,346,1.12,255.5,1.18,164.5,71%,0.91,0.24,0.19,0.18,314,265,83,65,64,16,1.12,0.71,0.26
setrexz,Dasein Club,raze,11.0,146,1.07,229.7,1.15,159.5,71%,0.8,0.14,0.14,0.21,117,102,21,20,30,7,1.07,0.58,0.18
shirah0sh1,Avernus Esports GC,killjoy,67.0,1042,1.07,217.0,1.12,148.3,70%,0.79,0.17,0.09,0.09,821,733,172,95,91,50,1.07,0.8,0.22
shirah0sh1,Avernus Esports GC,reyna,21.0,338,0.88,194.8,0.85,130.0,65%,0.7,0.25,0.08,0.13,235,276,85,28,43,16,0.88,0.55,0.36
shotoo,Bon Bon Bum,omen,41.0,474,1.15,225.0,1.18,144.9,73%,0.81,0.37,0.09,0.07,384,326,177,41,31,24,1.15,0.77,0.46
shotoo,Bon Bon Bum,kayo,15.0,184,1.2,234.3,1.27,154.6,72%,0.85,0.47,0.08,0.08,156,123,87,15,15,9,1.2,0.68,0.55
shotoo,Bon Bon Bum,killjoy,15.0,171,1.11,221.2,1.21,155.6,73%,0.82,0.13,0.09,0.05,141,117,23,16,8,9,1.11,0.62,0.16
silv,Penguin Party,omen,58.0,673,1.02,200.6,1.05,131.6,75%,0.7,0.37,0.12,0.08,473,452,247,79,56,34,1.02,0.72,0.53
silv,Penguin Party,viper,20.0,223,0.77,176.8,0.82,118.3,64%,0.62,0.17,0.11,0.11,139,169,38,25,25,12,0.77,0.45,0.27
silv,Penguin Party,astra,14.0,161,1.05,200.5,1.11,127.0,72%,0.71,0.3,0.07,0.07,114,103,49,11,12,8,1.05,0.58,0.42
sofia,Permitta Unicorns GC,sova,26.0,397,1.1,200.7,1.17,130.7,73%,0.73,0.24,0.09,0.08,289,246,95,36,31,20,1.1,0.71,0.33
sofia,Permitta Unicorns GC,fade,23.0,370,0.87,161.8,0.86,109.4,71%,0.58,0.31,0.09,0.09,216,252,114,34,34,18,0.87,0.56,0.53
sofia,Permitta Unicorns GC,omen,17.0,273,0.84,163.8,0.75,101.5,67%,0.55,0.34,0.06,0.06,151,201,93,17,16,13,0.84,0.51,0.62
soko,Penguin Party,jett,39.0,708,1.32,282.9,1.37,182.8,72%,1.0,0.16,0.18,0.11,705,515,112,127,78,37,1.32,0.94,0.16
soko,Penguin Party,raze,36.0,691,1.27,276.2,1.30,184.0,73%,0.95,0.21,0.17,0.12,656,506,143,118,80,35,1.27,0.9,0.22
speedy,TBS GC,omen,34.0,1134,0.87,161.5,0.80,105.4,70%,0.56,0.4,0.05,0.08,636,792,455,57,86,59,0.87,0.66,0.71
speedy,TBS GC,viper,16.0,581,0.96,183.6,0.97,121.0,70%,0.64,0.24,0.08,0.07,373,384,138,48,38,29,0.96,0.66,0.38
speedy,TBS GC,brimstone,14.0,476,0.9,173.5,0.83,116.8,70%,0.59,0.34,0.05,0.06,281,337,163,23,27,24,0.9,0.6,0.58
speedy,TBS GC,sova,11.0,415,1.12,194.8,1.16,139.2,75%,0.71,0.23,0.05,0.05,295,254,94,19,22,20,1.12,0.73,0.32
speedy,TBS GC,killjoy,11.0,387,0.92,178.8,0.95,123.8,67%,0.65,0.17,0.09,0.10,250,263,67,34,40,19,0.92,0.59,0.26
speq,Bumble Bees,skye,30.0,611,1.02,190.8,1.01,118.8,75%,0.67,0.44,0.07,0.09,409,406,269,45,53,32,1.02,0.71,0.66
speq,Bumble Bees,sova,19.0,390,0.98,178.5,0.94,118.7,72%,0.63,0.3,0.08,0.07,246,263,116,30,27,21,0.98,0.63,0.48
speq,Bumble Bees,kayo,19.0,421,1.08,205.5,1.00,133.3,74%,0.71,0.59,0.08,0.09,297,296,249,32,39,20,1.08,0.71,0.83
speq,Bumble Bees,fade,11.0,215,0.88,155.8,0.81,96.2,75%,0.53,0.38,0.03,0.06,113,139,82,6,13,12,0.88,0.51,0.72
supiree,NTH,raze,40.0,948,1.07,244.3,1.08,160.0,74%,0.81,0.25,0.17,0.15,769,714,237,163,146,49,1.07,0.79,0.31
supiree,NTH,jett,26.0,708,0.92,224.7,0.96,146.6,69%,0.78,0.18,0.17,0.16,550,572,126,120,113,32,0.92,0.65,0.23
supiree,NTH,neon,11.0,294,1.02,236.9,1.05,146.5,68%,0.82,0.2,0.17,0.17,241,229,58,51,51,14,1.02,0.63,0.24
susbake,Odd 1 OUT,sova,25.0,265,1.35,280.7,1.41,191.4,78%,0.97,0.31,0.15,0.07,256,181,83,41,18,14,1.35,0.81,0.32
susbake,Odd 1 OUT,deadlock,22.0,232,1.31,260.5,1.54,166.8,77%,0.97,0.22,0.16,0.07,225,146,51,37,17,12,1.31,0.77,0.23
svnny,HyperSpeed Red,omen,28.0,459,1.02,173.3,0.94,113.8,75%,0.6,0.45,0.04,0.05,277,296,206,20,25,22,1.02,0.68,0.75
svnny,HyperSpeed Red,breach,24.0,379,0.89,166.3,0.83,113.0,69%,0.6,0.34,0.05,0.08,226,273,130,18,30,19,0.89,0.57,0.57
svnny,HyperSpeed Red,kayo,17.0,243,1.17,202.8,1.12,136.0,78%,0.67,0.63,0.08,0.03,164,147,154,20,7,13,1.17,0.69,0.94
svnny,HyperSpeed Red,viper,12.0,170,1.09,215.0,1.07,145.4,69%,0.73,0.28,0.10,0.11,124,116,47,17,18,9,1.09,0.6,0.38
syd89,Avernus Esports GC,omen,44.0,240,0.99,173.1,0.88,115.2,76%,0.61,0.52,0.06,0.05,146,165,124,15,13,12,0.99,0.59,0.85
