Player,Team,Agent,Usage,RoundsPlayed,Rating,AverageCombatScore,KillsDeath,ADPR,KAST,KPR,APR,FKPR,FDPR,Kills,Deaths,Assists,FirstBloods,FirstDeaths,Games,CleanedRating,AdjustedRating,SelflessIndex
adrnking,SCARZ,breach,14.0,1158,1.07,192.4,1.08,125.5,77%,0.7,0.38,0.05,0.05,812,750,441,59,55,54,1.07,0.82,0.54
adrnking,SCARZ,kayo,14.0,1125,1.03,202.5,1.01,129.0,75%,0.7,0.42,0.07,0.08,785,781,470,75,85,52,1.03,0.78,0.6
adrnking,SCARZ,reyna,14.0,1038,1.17,252.3,1.31,156.0,76%,0.9,0.23,0.14,0.10,930,712,240,149,98,52,1.17,0.88,0.26
adrnking,SCARZ,killjoy,11.0,914,1.05,206.2,1.11,139.0,76%,0.75,0.16,0.07,0.06,684,614,150,60,57,43,1.05,0.77,0.21
adrnking,SCARZ,phoenix,11.0,913,1.17,240.3,1.21,147.6,75%,0.83,0.22,0.14,0.11,762,630,204,132,96,43,1.17,0.86,0.27
aduka,Unknown,jett,39.0,3118,1.14,252.8,1.16,157.1,71%,0.86,0.19,0.21,0.16,2683,2306,608,663,505,147,1.14,0.99,0.22
aduka,Unknown,killjoy,11.0,869,1.18,224.1,1.20,158.3,73%,0.78,0.19,0.11,0.10,676,562,162,96,84,41,1.18,0.86,0.24
adverso,All Knights,sova,56.0,4196,1.1,209.5,1.13,138.0,75%,0.71,0.35,0.08,0.08,2988,2638,1477,339,332,204,1.1,0.99,0.49
adverso,All Knights,viper,15.0,1139,1.09,227.8,1.13,145.7,72%,0.78,0.33,0.12,0.12,889,789,372,141,139,54,1.09,0.83,0.42
adverso,All Knights,breach,12.0,960,1.02,190.4,0.99,119.0,74%,0.66,0.41,0.08,0.07,632,636,392,81,64,45,1.02,0.76,0.62
afoxx,Unknown,cypher,32.0,1389,0.98,187.2,1.02,126.3,70%,0.68,0.17,0.08,0.07,950,933,243,117,100,65,0.98,0.77,0.25
afoxx,Unknown,chamber,29.0,1144,1.13,209.7,1.31,135.9,73%,0.81,0.08,0.15,0.09,925,707,97,170,103,58,1.13,0.86,0.1
afoxx,Unknown,killjoy,24.0,1003,1.15,214.4,1.24,145.9,74%,0.77,0.16,0.08,0.05,775,626,158,79,54,49,1.15,0.86,0.21
agility,Unknown,sova,16.0,1210,1.05,202.6,0.97,137.4,74%,0.68,0.35,0.06,0.07,824,847,418,71,83,57,1.05,0.81,0.51
agility,Unknown,cypher,15.0,1115,0.82,199.8,0.96,131.0,64%,0.7,0.23,0.09,0.11,782,816,261,105,118,54,0.82,0.62,0.33
agility,Unknown,killjoy,13.0,952,0.95,198.4,0.96,134.2,65%,0.69,0.17,0.08,0.11,656,681,163,80,102,47,0.95,0.7,0.25
aimhunterr,Unknown,jett,37.0,1734,1.06,233.6,1.11,144.7,70%,0.82,0.16,0.17,0.14,1420,1281,274,291,248,84,1.06,0.85,0.2
aimhunterr,Unknown,raze,29.0,1392,1.05,243.0,1.07,159.3,70%,0.81,0.21,0.15,0.16,1133,1054,294,207,220,66,1.05,0.82,0.26
aimhunterr,Unknown,skye,16.0,694,1.05,207.7,1.10,135.5,73%,0.77,0.3,0.07,0.07,532,482,211,46,51,35,1.05,0.74,0.39
akai,Unknown,raze,58.0,2878,1.21,273.8,1.32,177.3,74%,0.96,0.18,0.20,0.16,2751,2086,525,587,452,143,1.21,1.04,0.19
akai,Unknown,jett,31.0,1631,1.19,269.0,1.28,173.0,72%,0.95,0.19,0.23,0.17,1546,1211,303,372,279,77,1.19,0.95,0.2
akame,Unknown,jett,18.0,632,1.15,254.8,1.23,162.3,71%,0.89,0.17,0.22,0.15,564,459,110,141,94,29,1.15,0.8,0.19
akame,Unknown,sova,16.0,513,1.02,204.0,1.03,127.3,70%,0.71,0.28,0.05,0.06,366,356,142,24,32,26,1.02,0.69,0.39
akame,Unknown,raze,16.0,541,1.15,261.0,1.16,174.0,72%,0.88,0.23,0.16,0.15,477,412,126,87,82,25,1.15,0.78,0.26
akashi,LAZY,sova,68.0,4374,0.95,175.2,0.87,116.1,73%,0.59,0.32,0.05,0.06,2600,2983,1386,236,263,216,0.95,0.86,0.54
akashi,LAZY,fade,11.0,704,0.84,173.7,0.77,113.7,70%,0.57,0.4,0.06,0.06,402,523,283,41,45,35,0.84,0.6,0.7
akimb0,Unknown,viper,40.0,1469,1.16,202.2,1.20,133.7,75%,0.73,0.29,0.06,0.04,1067,886,432,88,65,71,1.16,0.91,0.4
akimb0,Unknown,omen,11.0,390,1.04,169.0,0.99,109.9,71%,0.64,0.28,0.04,0.04,248,251,110,16,14,20,1.04,0.67,0.44
akira,Melilla Titans,sova,67.0,2497,1.03,197.3,1.00,131.7,71%,0.68,0.3,0.06,0.06,1706,1700,745,159,146,122,1.03,0.87,0.44
akumaaaaa,Mandatory,breach,20.0,1660,0.67,203.6,1.04,122.4,75%,0.72,0.4,0.09,0.08,1191,1140,667,147,107,83,0.67,0.54,0.56
akumaaaaa,Mandatory,astra,17.0,1352,0.99,221.5,1.09,136.5,71%,0.77,0.24,0.12,0.11,1045,960,330,161,154,67,0.99,0.77,0.31
akumaaaaa,Mandatory,sova,15.0,1223,1.06,212.6,1.02,136.0,73%,0.71,0.35,0.09,0.09,868,851,428,114,112,61,1.06,0.81,0.49
akumaaaaa,Mandatory,omen,11.0,925,1.07,217.9,1.05,140.9,72%,0.78,0.3,0.11,0.12,718,687,281,102,113,44,1.07,0.79,0.38
al0rante,FOKUS,raze,23.0,1616,1.08,264.9,1.20,164.0,72%,0.92,0.18,0.18,0.16,1481,1236,285,287,260,76,1.08,0.86,0.2
al0rante,FOKUS,reyna,16.0,1078,1.23,277.9,1.35,172.3,68%,0.98,0.16,0.18,0.15,1058,786,168,196,159,52,1.23,0.93,0.16
al0rante,FOKUS,killjoy,15.0,986,1.11,231.6,1.21,155.5,69%,0.83,0.11,0.11,0.08,818,675,113,113,79,48,1.11,0.83,0.13
al0rante,FOKUS,viper,11.0,774,1.12,230.5,1.19,152.7,71%,0.81,0.23,0.09,0.09,624,525,176,71,73,36,1.12,0.8,0.28
al1en,VCL REJECTS 2.0,omen,55.0,3216,1.09,206.1,1.10,131.5,76%,0.72,0.41,0.09,0.08,2327,2119,1314,284,246,157,1.09,0.95,0.57
al1en,VCL REJECTS 2.0,viper,17.0,995,1.04,201.7,1.04,129.1,74%,0.69,0.31,0.07,0.06,687,663,304,69,63,50,1.04,0.78,0.45
al7b,DRAGONS,omen,29.0,520,0.9,177.5,0.81,110.6,70%,0.61,0.41,0.07,0.08,319,392,213,36,40,25,0.9,0.61,0.67
al7b,DRAGONS,viper,22.0,396,1.05,205.9,1.02,141.9,69%,0.74,0.25,0.07,0.10,294,287,98,26,39,19,1.05,0.68,0.34
al7b,DRAGONS,astra,13.0,236,1.17,224.1,1.16,140.0,78%,0.81,0.43,0.11,0.07,192,165,101,27,17,11,1.17,0.69,0.53
al7b,DRAGONS,raze,11.0,165,1.1,260.0,1.08,165.4,69%,0.86,0.21,0.16,0.15,142,131,35,27,25,9,1.1,0.61,0.24
alannn,NOVO Esports,killjoy,14.0,328,1.19,215.6,1.41,148.1,78%,0.81,0.14,0.10,0.06,266,189,46,32,20,17,1.19,0.74,0.17
alannn,NOVO Esports,chamber,11.0,292,1.06,214.6,1.17,134.3,66%,0.81,0.05,0.16,0.14,236,202,15,46,40,14,1.06,0.65,0.06
alcoach,Unknown,jett,53.0,776,1.12,241.3,1.23,151.9,72%,0.89,0.15,0.21,0.16,687,558,116,166,127,38,1.12,0.81,0.17
alcoach,Unknown,raze,24.0,370,1.01,233.6,1.05,156.2,70%,0.81,0.22,0.13,0.16,298,283,83,49,60,17,1.01,0.65,0.27
aldboor,Unknown,omen,26.0,881,0.91,186.5,0.88,120.6,70%,0.64,0.37,0.08,0.09,568,647,322,68,77,42,0.91,0.67,0.58
aldboor,Unknown,viper,20.0,638,1.03,201.1,1.00,132.8,71%,0.69,0.26,0.07,0.08,443,444,168,44,54,32,1.03,0.72,0.38
alert,XERXIA Esports,jett,31.0,2682,1.01,229.5,1.11,140.5,68%,0.8,0.16,0.19,0.16,2142,1923,426,510,405,123,1.01,0.86,0.2
alert,XERXIA Esports,killjoy,13.0,1033,1.04,206.2,1.08,139.5,74%,0.71,0.17,0.10,0.09,736,681,174,102,98,52,1.04,0.78,0.24
alert,XERXIA Esports,raze,13.0,1020,1.0,227.5,1.03,149.1,72%,0.78,0.17,0.18,0.14,791,767,178,188,147,49,1.0,0.75,0.22
alert,XERXIA Esports,cypher,11.0,937,0.97,193.4,0.98,129.2,70%,0.69,0.19,0.09,0.09,649,659,175,84,84,44,0.97,0.72,0.28
alexiiik,GoNext Esports,jett,57.0,2951,1.06,240.4,1.16,150.4,69%,0.86,0.14,0.22,0.18,2538,2191,408,642,540,140,1.06,0.92,0.16
