Player,Team,Games,SignatureAgentsRankedByUsage,RoundsPlayed,Rating,AverageCombatScore,KillsDeath,KAST,ADPR,KPR,APR,FKPR,FDPR,HeadshotPercent,ClutchSuccessPercent,Kills,Deaths,Assists,FirstKills,FirstDeaths,Year,League,IGL,CleanedRating,AdjustedRating,SelfishIndex,Region
achrf,Onyx Ravens,263,"['sova', 'breach', 'skye', 'gekko', 'viper']",910,0.98,187.7,0.95,73%,125.8,0.65,0.29,0.06,0.08,25%,10%,596,628,267,59,69,2024,Challengers,True,0.98,0.86,0.35,
acrian,Ambrosia,388,"['killjoy', 'cypher', 'jett', 'chamber', 'viper']",796,0.99,198.8,1.01,71%,135.0,0.69,0.19,0.08,0.08,24%,18%,550,547,155,62,65,2024,Challengers,False,0.99,0.85,0.22,Americas
adm1k,Incognito,360,"['viper', 'sage', 'kayo', 'sova', 'cypher']",461,0.77,172.4,0.7,70%,120.4,0.55,0.33,0.07,0.15,22%,6%,252,362,154,31,67,2024,Challengers,True,0.77,0.61,0.54,EMEAS
adrnking,SCARZ,346,"['skye', 'breach', 'kayo', 'reyna', 'killjoy']",925,1.04,201.3,1.05,74%,135.1,0.73,0.26,0.09,0.08,32%,12%,673,640,244,80,75,2024,Challengers,False,1.04,0.91,0.23,Pacific
adverso,All Knights,331,"['sova', 'viper', 'breach', 'reyna']",1427,1.07,208.6,1.05,73%,137.6,0.7,0.37,0.09,0.1,24%,17%,1004,954,526,131,139,2024,Challengers,False,1.07,1.0,0.36,Americas
aeonyx,OLD STINKY CAT,84,"['killjoy', 'cypher', 'sage', 'brimstone']",399,0.8,173.5,0.76,64%,118.6,0.59,0.18,0.08,0.09,27%,11%,237,311,73,30,37,2024,Challengers,False,0.8,0.62,0.31,Pacific
aimdll,Gamax Esports,217,"['cypher', 'killjoy', 'viper']",640,1.08,209.5,1.09,69%,139.2,0.76,0.2,0.08,0.06,34%,20%,487,448,127,53,38,2024,Challengers,False,1.08,0.9,0.17,EMEAS
akashi,LAZY,299,"['sova', 'fade', 'skye', 'breach']",275,0.68,147.1,0.63,59%,97.3,0.49,0.25,0.06,0.08,20%,12%,136,217,69,17,21,2024,Challengers,False,0.68,0.49,0.51,Pacific
akumaaaaa,Mandatory,352,"['breach', 'astra', 'sova', 'omen', 'skye']",763,1.09,225.7,1.09,72%,149.3,0.8,0.33,0.12,0.11,37%,15%,613,564,254,94,83,2024,Challengers,False,1.09,0.93,0.2,
al0rante,FOKUS,282,"['raze', 'reyna', 'killjoy', 'viper', 'cypher']",869,1.11,219.5,1.15,69%,145.4,0.78,0.21,0.08,0.07,41%,14%,677,588,181,66,62,2024,Challengers,False,1.11,0.96,0.16,EMEAS
al1en,VCL REJECTS 2.0,260,"['omen', 'viper', 'astra', 'killjoy', 'brimstone']",215,0.8,169.4,0.74,67%,111.3,0.58,0.3,0.08,0.09,26%,4%,125,169,65,17,19,2024,Challengers,False,0.8,0.55,0.45,EMEAS
alannn,NOVO Esports,108,"['killjoy', 'chamber', 'skye', 'cypher', 'raze']",823,0.98,197.4,1.0,71%,131.8,0.71,0.2,0.08,0.1,33%,17%,586,586,163,68,86,2024,Challengers,False,0.98,0.85,0.21,EMEAS
albus,Rapid Lofi,97,"['jett', 'sova', 'cypher', 'raze', 'skye']",338,0.77,163.6,0.74,66%,111.3,0.57,0.27,0.06,0.08,28%,11%,193,261,92,21,27,2024,Challengers,False,0.77,0.58,0.43,Pacific
alert,XERXIA Esports,340,"['jett', 'killjoy', 'raze', 'cypher', 'sova']",900,0.98,199.6,0.97,70%,133.2,0.69,0.2,0.1,0.09,29%,19%,625,646,178,91,85,2024,Challengers,False,0.98,0.86,0.23,Pacific
alexiiik,GoNext Esports,223,"['jett', 'raze']",1093,1.06,234.8,1.17,69%,149.7,0.85,0.15,0.21,0.18,30%,14%,925,790,169,230,199,2024,Challengers,False,1.06,0.95,0.09,EMEAS
alexis,Shopify Rebellion,487,"['skye', 'breach', 'kayo', 'sage']",323,0.82,153.4,0.73,71%,93.8,0.53,0.54,0.05,0.08,25%,13%,171,234,173,17,25,2024,Challengers,False,0.82,0.61,1.03,Americas
alexis,Shopify Rebellion,487,"['skye', 'breach', 'kayo', 'sage']",323,0.82,153.4,0.73,71%,93.8,0.53,0.54,0.05,0.08,25%,13%,171,234,173,17,25,2024,Challengers,False,0.82,0.61,1.03,Americas
ale,OnlyFins,342,"['raze', 'skye', 'jett', 'reyna', 'kayo']",603,1.09,227.0,1.12,73%,149.9,0.81,0.22,0.18,0.18,24%,16%,486,433,132,111,109,2024,Challengers,False,1.09,0.9,0.14,
aljadi,Fraggerz,104,"['jett', 'killjoy', 'omen', 'raze', 'sage']",475,0.93,207.0,0.95,61%,140.3,0.75,0.12,0.12,0.12,30%,10%,354,372,59,56,59,2024,Challengers,False,0.93,0.74,0.14,EMEAS
allen,BC SWELL,133,"['omen', 'viper', 'killjoy', 'astra', 'breach']",286,0.75,164.5,0.69,68%,111.3,0.53,0.31,0.06,0.1,22%,3%,152,219,89,18,30,2024,Challengers,False,0.75,0.54,0.54,Pacific
allr1ghtt,XOXO-01,32,"['viper', 'sova', 'kayo', 'fade']",220,0.66,148.8,0.62,62%,100.4,0.5,0.26,0.07,0.1,30%,6%,111,178,57,15,21,2024,Challengers,False,0.66,0.46,0.51,Pacific
almo,Zero Tenacity,288,"['killjoy', 'raze', 'viper', 'jett', 'cypher']",744,0.97,207.6,0.98,67%,143.5,0.73,0.19,0.15,0.13,27%,8%,540,552,139,108,100,2024,Challengers,False,0.97,0.82,0.19,EMEAS
alucard,iPGN,113,"['sova', 'fade', 'viper', 'omen', 'killjoy']",674,0.87,161.1,0.79,70%,110.8,0.55,0.32,0.05,0.07,23%,11%,372,471,215,33,45,2024,Challengers,False,0.87,0.73,0.52,Pacific
alyal,Team Flash,204,"['killjoy', 'viper', 'cypher', 'breach', 'jett']",488,1.22,241.7,1.25,73%,161.3,0.85,0.3,0.1,0.1,29%,24%,415,332,147,49,49,2024,Challengers,False,1.22,0.97,0.13,Pacific
ange,Maryville University,664,"['viper', 'astra', 'omen', 'raze', 'reyna']",1020,1.03,204.1,0.98,74%,131.2,0.7,0.32,0.1,0.09,25%,17%,715,730,327,101,93,2024,Challengers,False,1.03,0.92,0.31,Americas
anguist,CGN Esports,228,"['killjoy', 'viper', 'cypher', 'chamber']",1402,1.1,209.3,1.17,71%,141.6,0.77,0.17,0.1,0.08,33%,14%,1084,930,237,135,119,2024,Challengers,False,1.1,1.02,0.15,EMEAS
anima,HOWL Esports,161,"['skye', 'breach', 'kayo', 'sage']",1045,1.11,199.8,1.06,77%,134.9,0.69,0.46,0.06,0.06,26%,13%,720,679,480,59,62,2024,Challengers,False,1.11,0.99,0.48,EMEAS
anq,VX300 Gaming,264,"['jett', 'raze', 'cypher', 'chamber']",588,1.16,237.4,1.23,69%,153.0,0.84,0.13,0.17,0.15,28%,16%,491,399,75,99,89,2024,Challengers,False,1.16,0.95,0.09,EMEAS
antigon,Vision Esports,108,"['sova', 'raze', 'fade']",407,0.78,160.8,0.72,68%,114.2,0.53,0.29,0.07,0.13,22%,10%,216,302,118,29,51,2024,Challengers,False,0.78,0.6,0.51,EMEAS
anxios,trashcan,150,"['omen', 'skye', 'viper', 'kayo']",801,0.81,160.9,0.72,70%,105.7,0.54,0.42,0.06,0.09,24%,9%,432,600,340,51,69,2024,Challengers,True,0.81,0.7,0.71,EMEAS
aplycs,Reckoning Esports,20,"['omen', 'viper', 'brimstone', 'sova']",257,0.96,191.6,0.91,73%,125.5,0.67,0.4,0.08,0.06,29%,3%,172,190,104,21,16,2024,Challengers,False,0.96,0.68,0.44,Pacific
apo,Solary,234,"['cypher', 'sova', 'viper', 'sage', 'skye']",472,0.88,172.4,0.83,70%,118.9,0.62,0.29,0.08,0.07,34%,13%,291,350,135,36,32,2024,Challengers,False,0.88,0.7,0.39,EMEAS
aproto,TSM,369,"['cypher', 'viper', 'killjoy', 'astra']",1298,0.92,169.8,0.94,70%,114.0,0.62,0.2,0.05,0.06,37%,15%,810,866,261,59,73,2024,Challengers,False,0.92,0.85,0.3,Americas
apyr,VX300 Gaming,142,"['jett', 'raze', 'sova', 'reyna']",256,0.72,169.5,0.71,61%,116.8,0.58,0.2,0.14,0.14,24%,11%,148,208,51,36,35,2024,Challengers,False,0.72,0.51,0.34,EMEAS
aqua,EX0TIK GAMING,113,"['omen', 'breach', 'sova', 'astra', 'viper']",415,0.77,154.2,0.72,64%,99.6,0.55,0.32,0.04,0.11,32%,14%,227,316,133,18,44,2024,Challengers,True,0.77,0.6,0.52,EMEAS
arch,B8 Esports,406,"['breach', 'sova', 'sage', 'viper', 'skye']",853,0.71,147.6,0.66,61%,100.1,0.5,0.29,0.04,0.12,22%,16%,429,648,244,37,103,2024,Challengers,True,0.71,0.62,0.56,EMEAS
arpoom,Team NKT,172,"['astra', 'viper', 'omen', 'brimstone', 'killjoy']",600,1.06,201.0,1.01,71%,133.7,0.71,0.36,0.08,0.07,33%,22%,425,422,215,50,40,2024,Challengers,False,1.06,0.87,0.34,Pacific
art,Koopa Troopas,40,"['omen', 'brimstone', 'sage', 'cypher', 'astra']",202,1.08,182.5,1.12,79%,121.2,0.66,0.39,0.03,0.03,28%,11%,133,119,79,7,7,2024,Challengers,False,1.08,0.74,0.44,Pacific
ash,FearX,101,"['jett', 'raze', 'neon', 'yoru']",509,1.1,229.7,1.12,70%,148.8,0.81,0.17,0.2,0.18,28%,27%,413,369,86,103,91,2024,Challengers,False,1.1,0.88,0.12,Pacific
ash,Tyrant Esports,43,"['jett', 'killjoy', 'raze', 'cypher', 'reyna']",349,0.93,213.4,0.89,67%,144.8,0.73,0.27,0.12,0.11,28%,16%,255,286,93,42,39,2024,Challengers,False,0.93,0.7,0.24,Pacific
askia,Hero Base,231,"['jett', 'raze', 'breach', 'neon', 'gekko']",1218,1.06,179.0,1.01,73%,119.9,0.62,0.41,0.05,0.05,24%,20%,760,756,500,61,56,2024,Challengers,False,1.06,0.97,0.54,Americas
aslanm4shadow,S2G Esports,246,"['omen', 'sage', 'astra', 'jett', 'killjoy']",314,1.17,234.7,1.15,76%,154.2,0.83,0.29,0.05,0.06,31%,21%,261,227,92,17,18,2024,Challengers,False,1.17,0.86,0.15,EMEAS
astr0,Carti World,153,"['omen', 'viper', 'astra', 'jett']",491,0.97,187.2,0.91,74%,123.6,0.65,0.42,0.07,0.06,28%,16%,321,353,208,33,30,2024,Challengers,False,0.97,0.77,0.5,Pacific
avez,NASR Esports,404,"['raze', 'jett', 'sova', 'viper', 'sage']",1115,1.11,209.6,1.11,74%,142.1,0.75,0.31,0.07,0.08,30%,15%,832,749,343,83,94,2024,Challengers,False,1.11,1.0,0.25,EMEAS
avova,Apeks,370,"['omen', 'astra', 'viper', 'brimstone']",1165,1.14,188.7,1.22,78%,122.8,0.7,0.36,0.07,0.07,40%,28%,815,668,421,86,77,2024,Challengers,False,1.14,1.03,0.35,EMEAS
ayman,Blitz Esports,51,"['jett', 'raze']",201,0.81,202.3,0.78,64%,138.2,0.67,0.2,0.15,0.23,20%,17%,135,173,40,31,47,2024,Challengers,False,0.81,0.55,0.25,Pacific
azoh,EDGE,100,"['sova', 'viper', 'jett', 'breach', 'skye']",349,0.92,164.7,0.85,68%,111.0,0.57,0.37,0.05,0.12,21%,20%,199,234,128,18,42,2024,Challengers,False,0.92,0.69,0.57,Pacific
azury,UCAM Esports Club,243,"['viper', 'killjoy', 'omen', 'cypher', 'chamber']",390,1.0,182.9,0.99,73%,119.4,0.65,0.39,0.06,0.09,32%,20%,254,257,151,22,34,2024,Challengers,False,1.0,0.77,0.46,EMEAS
b-nhmj,Rapid Lofi,73,"['cypher', 'killjoy', 'sova', 'skye', 'gekko']",370,0.94,190.1,0.99,69%,124.1,0.7,0.24,0.06,0.1,33%,22%,260,262,90,23,37,2024,Challengers,False,0.94,0.71,0.25,Pacific
b1ngxun,Five Ace Esports,30,"['killjoy', 'cypher']",287,1.01,198.6,1.02,67%,136.1,0.7,0.21,0.06,0.09,34%,17%,202,199,59,16,27,2024,Challengers,False,1.01,0.73,0.23,Pacific
b1sk,ZY Gaming,376,"['jett', 'raze', 'chamber', 'cypher']",710,1.15,232.9,1.25,72%,154.0,0.84,0.15,0.2,0.15,22%,20%,595,476,108,139,106,2024,Challengers,False,1.15,0.97,0.09,China
b3ta,XERXIA Esports,424,"['omen', 'astra', 'brimstone', 'viper', 'breach']",959,0.84,177.0,0.8,68%,116.1,0.61,0.35,0.08,0.11,31%,23%,589,740,334,74,101,2024,Challengers,True,0.84,0.74,0.47,Pacific
babax,Zerance,188,"['omen', 'astra', 'viper', 'brimstone', 'fade']",763,0.96,176.2,0.9,72%,116.6,0.61,0.35,0.06,0.07,27%,20%,467,517,268,47,57,2024,Challengers,False,0.96,0.82,0.47,EMEAS
baha,İstanbul Wildcats,108,"['skye', 'viper', 'sova', 'omen', 'raze']",794,0.9,192.6,0.86,68%,131.3,0.67,0.31,0.07,0.1,31%,18%,531,620,247,58,78,2024,Challengers,False,0.9,0.77,0.34,EMEAS
bandicoot,TP REVEN,230,"['jett', 'omen', 'astra', 'viper', 'brimstone']",313,0.84,144.9,0.76,71%,93.7,0.51,0.35,0.05,0.07,27%,3%,159,210,111,15,22,2024,Challengers,False,0.84,0.62,0.64,Americas
bard0lf,NOM Esports,158,"['sage', 'omen', 'viper', 'kayo', 'breach']",438,1.04,224.0,1.04,70%,150.0,0.79,0.28,0.09,0.1,43%,10%,346,334,123,39,44,2024,Challengers,False,1.04,0.81,0.19,EMEAS
basya,genziary,238,"['cypher', 'killjoy', 'viper']",215,0.91,184.8,0.85,69%,131.4,0.66,0.24,0.07,0.07,29%,24%,142,167,51,15,16,2024,Challengers,False,0.91,0.63,0.29,EMEAS
bati,SK Gaming,295,"['sova', 'breach', 'omen', 'skye']",399,0.83,155.7,0.75,71%,101.2,0.53,0.43,0.07,0.09,18%,13%,212,281,173,26,34,2024,Challengers,False,0.83,0.64,0.75,EMEAS
batujnax,S2G Esports,29,"['raze', 'sova', 'neon', 'omen', 'jett']",304,0.91,209.5,0.89,69%,135.9,0.69,0.27,0.17,0.17,20%,16%,209,234,82,52,53,2024,Challengers,False,0.91,0.67,0.28,EMEAS
bbc,Crocodile Tears,53,"['omen', 'kayo', 'skye', 'gekko', 'fade']",226,0.98,192.9,0.95,68%,125.7,0.71,0.37,0.1,0.06,30%,23%,161,170,84,23,14,2024,Challengers,False,0.98,0.68,0.34,Pacific
bdog,YFP Gaming,485,"['jett', 'omen', 'chamber', 'raze', 'astra']",923,0.97,201.5,0.97,71%,129.4,0.7,0.3,0.12,0.13,27%,18%,645,664,277,115,120,2024,Challengers,False,0.97,0.85,0.3,Americas
benjii,Life's a Game,611,"['killjoy', 'cypher', 'chamber', 'jett']",462,0.94,173.6,0.94,67%,119.0,0.62,0.18,0.07,0.07,28%,21%,288,305,82,31,33,2024,Challengers,False,0.94,0.74,0.28,Americas
benny,CGN Esports,442,"['raze', 'phoenix', 'sage', 'skye', 'gekko']",1402,0.78,158.5,0.79,66%,104.1,0.56,0.23,0.09,0.13,27%,11%,789,1002,320,125,183,2024,Challengers,True,0.78,0.73,0.39,EMEAS
berserx,BOOM Esports,382,"['jett', 'killjoy', 'raze', 'cypher', 'neon']",1192,1.12,200.9,1.18,75%,137.5,0.72,0.24,0.08,0.07,23%,16%,855,723,287,91,85,2024,Challengers,False,1.12,1.02,0.23,Pacific
bezn1,TBK Esports,253,"['killjoy', 'cypher', 'jett', 'viper', 'sova']",735,0.95,198.8,0.92,70%,128.6,0.67,0.32,0.07,0.1,25%,20%,490,535,234,51,74,2024,Challengers,False,0.95,0.81,0.35,Americas
bgg,R8 Esports,452,"['omen', 'astra', 'viper', 'brimstone']",1413,0.97,180.4,0.98,73%,119.5,0.65,0.32,0.11,0.1,27%,15%,917,937,451,153,141,2024,Challengers,True,0.97,0.9,0.38,EMEAS
biggiecheese,Arena Internet Cafe,166,"['omen', 'viper', 'brimstone', 'astra', 'kayo']",738,0.95,189.9,0.94,68%,127.4,0.66,0.31,0.07,0.11,27%,15%,487,516,230,55,83,2024,Challengers,False,0.95,0.81,0.35,Pacific
biju,Murash Gaming,92,"['omen', 'viper', 'brimstone', 'astra', 'kayo']",962,0.95,179.2,0.89,71%,121.5,0.64,0.34,0.08,0.07,26%,17%,617,692,331,80,69,2024,Challengers,False,0.95,0.84,0.41,Pacific
binjo,Peace And Love,62,"['chamber', 'killjoy', 'jett', 'gekko', 'cypher']",244,1.13,221.5,1.16,73%,150.0,0.8,0.18,0.07,0.06,27%,16%,196,169,45,17,15,2024,Challengers,False,1.13,0.8,0.13,Pacific
bioforst,Crocodile Tears,63,"['cypher', 'harbor', 'killjoy', 'viper', 'omen']",226,0.96,213.9,0.99,69%,137.2,0.77,0.23,0.14,0.15,28%,36%,173,174,52,32,33,2024,Challengers,False,0.96,0.67,0.18,Pacific
bipo,NOVO Esports,189,"['jett', 'yoru', 'raze', 'kayo', 'neon']",823,0.97,214.9,1.01,67%,140.9,0.76,0.19,0.18,0.19,26%,8%,629,625,154,149,154,2024,Challengers,False,0.97,0.84,0.17,EMEAS
bizerra,Team Liquid Brazil,329,"['sova', 'killjoy', 'kayo', 'viper', 'fade']",289,1.17,229.9,1.21,74%,154.5,0.81,0.17,0.1,0.08,29%,7%,234,194,50,28,23,2024,Challengers,False,1.17,0.85,0.12,Americas
blackwiz,NOEZ FOXX,193,"['viper', 'omen', 'astra', 'brimstone']",792,0.84,170.1,0.83,70%,112.4,0.6,0.32,0.07,0.08,27%,13%,474,573,253,53,67,2024,Challengers,False,0.84,0.72,0.45,Pacific
black,Team Occupy,105,"['omen', 'viper', 'reyna', 'brimstone', 'astra']",865,0.94,180.4,0.89,68%,120.8,0.64,0.32,0.06,0.07,33%,21%,555,627,275,49,59,2024,Challengers,False,0.94,0.82,0.39,EMEAS
blessed,FOCUSGG,123,"['breach', 'viper', 'kayo', 'fade', 'gekko']",847,1.07,208.7,1.05,72%,134.2,0.72,0.38,0.11,0.1,30%,18%,606,575,318,90,85,2024,Challengers,False,1.07,0.93,0.34,Pacific
block,Gamax Esports,39,"['breach', 'omen', 'killjoy', 'cypher', 'skye']",365,0.78,137.8,0.72,67%,92.0,0.49,0.33,0.04,0.05,27%,16%,180,251,121,16,17,2024,Challengers,False,0.78,0.59,0.64,EMEAS
blowz,THE 7,80,"['skye', 'raze', 'sova', 'fade', 'gekko']",1001,1.05,228.5,1.09,71%,147.4,0.78,0.26,0.14,0.12,28%,15%,785,721,265,141,117,2024,Challengers,False,1.05,0.93,0.18,Americas
blurred,Geek Fam,160,"['jett', 'chamber', 'raze', 'killjoy', 'breach']",250,1.02,203.7,1.01,69%,136.8,0.75,0.24,0.08,0.11,27%,17%,187,185,60,19,27,2024,Challengers,False,1.02,0.72,0.2,Pacific
bmv,Unicorn Cyber Esports,195,"['breach', 'cypher', 'sage', 'killjoy', 'sova']",203,0.87,160.8,0.82,70%,102.0,0.57,0.26,0.04,0.11,28%,7%,115,140,53,8,22,2024,Challengers,False,0.87,0.59,0.42,Pacific
bnwgiggs,XERXIA Esports,64,"['breach', 'kayo', 'jett', 'viper', 'skye']",594,0.77,159.8,0.7,68%,105.8,0.54,0.41,0.05,0.07,21%,15%,323,463,244,28,42,2024,Challengers,False,0.77,0.63,0.69,Pacific
bobae,Crocodile Tears,62,"['skye', 'reyna', 'gekko', 'jett', 'sova']",226,1.0,210.5,0.94,73%,134.6,0.72,0.33,0.09,0.06,25%,10%,162,172,74,21,14,2024,Challengers,False,1.0,0.7,0.3,Pacific
bocah,5 Clown,105,"['omen', 'astra', 'sova', 'viper', 'brimstone']",307,0.87,181.3,0.77,64%,121.5,0.6,0.34,0.07,0.08,30%,3%,185,239,103,23,24,2024,Challengers,False,0.87,0.64,0.47,Pacific
bones,FLUFFY AIMERS,475,"['raze', 'skye', 'kayo', 'jett', 'breach']",885,1.01,217.1,1.07,72%,140.0,0.75,0.27,0.13,0.15,24%,19%,660,618,239,115,134,2024,Challengers,False,1.01,0.88,0.22,Americas
boni,special grade,290,"['breach', 'raze', 'yoru', 'jett', 'kayo']",350,1.04,210.4,1.02,70%,139.2,0.74,0.33,0.11,0.13,26%,14%,258,253,114,38,47,2024,Challengers,False,1.04,0.78,0.27,Americas
bonobo,FOCUSGG,81,"['jett', 'raze', 'yoru', 'breach']",847,0.99,213.6,1.05,71%,142.7,0.77,0.17,0.14,0.14,28%,13%,650,619,140,122,111,2024,Challengers,False,0.99,0.86,0.15,Pacific
br-di,apinaorkesteri,97,"['viper', 'breach', 'kayo', 'astra', 'killjoy']",930,0.79,154.1,0.69,68%,101.6,0.52,0.41,0.07,0.12,24%,12%,484,697,382,67,108,2024,Challengers,False,0.79,0.69,0.73,EMEAS
br1ckzl,Vision Esports,96,"['omen', 'viper', 'jett']",656,1.07,208.4,1.0,72%,136.7,0.73,0.35,0.08,0.07,31%,4%,482,483,230,54,44,2024,Challengers,False,1.07,0.89,0.3,EMEAS
bramz,Akroma,278,"['jett', 'omen', 'viper', 'astra']",518,0.83,172.9,0.83,68%,114.5,0.6,0.21,0.08,0.1,28%,18%,313,379,108,43,53,2024,Challengers,False,0.83,0.67,0.33,EMEAS
braso,Axolotl,88,"['killjoy', 'chamber', 'omen', 'cypher']",201,0.92,199.0,0.97,63%,132.0,0.72,0.18,0.15,0.14,33%,15%,145,150,36,30,28,2024,Challengers,False,0.92,0.63,0.19,EMEAS
brawk,Moist x Shopify,527,"['sova', 'skye', 'breach']",826,1.17,205.3,1.21,76%,135.5,0.73,0.34,0.05,0.05,22%,14%,604,498,282,45,41,2024,Challengers,False,1.17,1.01,0.29,Americas
brian,REJECT,83,"['raze', 'chamber', 'killjoy', 'yoru', 'gekko']",771,1.0,205.1,1.02,71%,137.5,0.71,0.28,0.12,0.13,29%,17%,550,540,215,96,97,2024,Challengers,False,1.0,0.85,0.27,Pacific
brinks,TBK Esports,265,"['raze', 'omen', 'kayo', 'breach', 'brimstone']",1145,1.14,210.8,1.2,77%,133.4,0.75,0.36,0.07,0.06,27%,16%,864,722,411,80,65,2024,Challengers,False,1.14,1.03,0.28,Americas
brock,Koopa Troopas,87,"['sova', 'fade', 'raze', 'skye', 'jett']",362,1.02,221.9,0.99,69%,144.2,0.75,0.34,0.15,0.13,25%,16%,270,273,122,53,47,2024,Challengers,False,1.02,0.77,0.27,Pacific
brofeld,CREST GAMING Zst,152,"['cypher', 'killjoy', 'chamber', 'sage', 'skye']",230,1.04,197.6,1.05,75%,133.2,0.71,0.29,0.07,0.06,23%,18%,163,155,67,15,13,2024,Challengers,False,1.04,0.73,0.28,Pacific
bryce,Ninjas in Galaxy,244,"['astra', 'killjoy', 'viper', 'omen', 'cypher']",585,0.89,165.1,0.82,69%,105.9,0.57,0.34,0.07,0.1,27%,10%,333,407,200,40,60,2024,Challengers,False,0.89,0.73,0.52,Pacific
bstrdd,Team Liquid Brazil,385,"['jett', 'raze', 'skye']",289,1.02,219.8,1.03,71%,152.7,0.76,0.19,0.17,0.2,27%,13%,220,214,55,48,59,2024,Challengers,False,1.02,0.74,0.17,Americas
bucher,FOKUS,213,"['killjoy', 'cypher', 'viper', 'omen', 'jett']",651,0.93,171.5,0.91,71%,113.5,0.61,0.31,0.06,0.07,35%,13%,397,434,203,38,44,2024,Challengers,False,0.93,0.77,0.42,EMEAS
buld,GoNext Esports,352,"['sova', 'skye', 'breach', 'sage', 'viper']",1230,0.97,189.0,0.97,74%,121.7,0.65,0.36,0.09,0.08,25%,13%,804,827,445,107,102,2024,Challengers,True,0.97,0.89,0.42,EMEAS
bunny,IAM,149,"['raze', 'jett', 'sova']",438,1.1,234.2,1.09,71%,157.5,0.81,0.2,0.13,0.14,19%,24%,353,323,88,55,60,2024,Challengers,False,1.1,0.86,0.13,Pacific
bzt,Chipi Chapa's,462,"['raze', 'sova', 'breach', 'skye', 'kayo']",882,0.97,180.1,0.92,71%,123.2,0.63,0.32,0.07,0.06,27%,18%,554,600,280,60,51,2024,Challengers,True,0.97,0.85,0.41,EMEAS
c4lypso,The Ultimates,509,"['chamber', 'omen', 'cypher', 'viper', 'brimstone']",616,1.19,239.8,1.23,72%,154.9,0.86,0.29,0.12,0.09,33%,14%,532,433,181,76,55,2024,Challengers,False,1.19,0.98,0.12,EMEAS
cacan,Fenerbahçe Esports,216,"['killjoy', 'cypher', 'brimstone', 'sova', 'fade']",533,0.93,185.3,0.89,63%,122.6,0.65,0.15,0.09,0.11,36%,16%,348,389,81,49,61,2024,Challengers,False,0.93,0.75,0.23,EMEAS
caedye,RIDDLE ORDER,52,"['raze', 'sova', 'viper', 'gekko', 'jett']",704,1.02,222.1,1.06,72%,141.0,0.78,0.25,0.13,0.12,29%,21%,548,516,176,89,81,2024,Challengers,False,1.02,0.86,0.18,Pacific
caim,GTZ Esports,65,"['raze', 'jett', 'breach']",451,0.95,211.3,0.93,70%,137.8,0.71,0.22,0.17,0.18,19%,12%,318,342,100,76,82,2024,Challengers,False,0.95,0.75,0.23,EMEAS
canefis,Ovation eSports,228,"['killjoy', 'viper', 'cypher', 'astra', 'sage']",552,0.86,178.5,0.86,64%,118.1,0.64,0.18,0.06,0.11,31%,15%,352,411,102,35,59,2024,Challengers,False,0.86,0.7,0.26,EMEAS
cangshu,Five Ace Esports,12,"['neon', 'kayo', 'jett', 'skye', 'breach']",245,0.86,186.9,0.82,69%,122.2,0.65,0.36,0.11,0.1,33%,8%,159,195,87,27,24,2024,Challengers,False,0.86,0.61,0.42,Pacific
cavern,Lemonade Stand,424,"['sova', 'fade', 'gekko', 'viper', 'skye']",721,1.04,194.6,1.05,73%,128.8,0.68,0.35,0.06,0.06,23%,18%,487,463,254,40,46,2024,Challengers,False,1.04,0.88,0.37,Americas
cayden,DSYRE,326,"['omen', 'viper', 'sova', 'brimstone', 'astra']",631,0.97,173.1,0.92,74%,115.5,0.59,0.46,0.07,0.07,23%,20%,372,403,292,44,44,2024,Challengers,True,0.97,0.8,0.68,EMEAS
cebando,All Knights,196,"['omen', 'astra', 'brimstone', 'viper']",1427,1.06,190.0,1.04,73%,119.6,0.68,0.41,0.09,0.08,34%,15%,965,928,584,132,110,2024,Challengers,False,1.06,0.99,0.43,Americas
celasun,PCIFIC Espor,83,"['killjoy', 'cypher', 'viper']",949,0.97,179.4,0.99,71%,123.2,0.65,0.19,0.05,0.06,29%,11%,618,623,180,50,56,2024,Challengers,False,0.97,0.85,0.26,EMEAS
cgrs,Made in Thailand,114,"['sova', 'cypher', 'gekko', 'killjoy', 'viper']",1077,1.06,199.8,1.1,76%,133.6,0.71,0.27,0.06,0.05,26%,21%,768,701,296,67,57,2024,Challengers,False,1.06,0.95,0.26,Pacific
chadi,NOM Esports,328,"['jett', 'skye', 'chamber', 'raze']",702,0.9,191.8,0.94,68%,124.0,0.68,0.12,0.18,0.16,24%,5%,478,511,84,125,110,2024,Challengers,False,0.9,0.76,0.18,EMEAS
chanyboi,Carti World,61,"['sova', 'kayo', 'breach', 'fade']",508,0.96,192.5,0.91,73%,126.3,0.67,0.36,0.07,0.08,32%,11%,340,373,181,35,42,2024,Challengers,False,0.96,0.77,0.39,Pacific
chaos,Ambitious Legend Gaming,13,"['omen', 'iso', 'raze', 'jett', 'cypher']",208,,215.4,1.04,,148.7,0.79,0.18,0.15,0.16,,,164,158,37,32,34,2024,Challengers,False,0.97,0.66,0.14,China
chax,Koopa Troopas,117,"['cypher', 'chamber', 'jett', 'raze', 'killjoy']",371,1.0,211.4,1.04,68%,139.5,0.78,0.19,0.12,0.11,45%,3%,288,278,71,46,39,2024,Challengers,False,1.0,0.76,0.15,Pacific
