Player,Team,Games,SignatureAgentsRankedByUsage,RoundsPlayed,Rating,AverageCombatScore,KillsDeath,KAST,ADPR,KPR,APR,FKPR,FDPR,HeadshotPercent,ClutchSuccessPercent,Kills,Deaths,Assists,FirstKills,FirstDeaths,Year,League,IGL,CleanedRating,AdjustedRating,SelfishIndex,Region
kamyk,Joblife,279,"['raze', 'sage', 'cypher', 'astra', 'kayo']",1024,1.16,216.5,1.19,75%,144.6,0.79,0.38,0.07,0.09,33%,19%,806,678,391,76,90,2024,Challengers,False,1.16,1.03,0.24,EMEAS
kasper,Fraggerz,273,"['omen', 'astra', 'skye', 'sage']",933,0.88,181.4,0.86,67%,115.9,0.65,0.29,0.06,0.11,35%,11%,602,703,267,58,105,2024,Challengers,False,0.88,0.77,0.35,EMEAS
katu,Ramboot Club,312,"['raze', 'kayo', 'skye', 'reyna', 'killjoy']",394,0.93,185.6,0.89,67%,124.9,0.62,0.36,0.07,0.12,38%,15%,243,273,140,29,48,2024,Challengers,False,0.93,0.71,0.47,EMEAS
kellys,Oasis Gaming,197,"['raze', 'kayo', 'jett']",758,1.18,252.1,1.18,75%,166.0,0.85,0.32,0.14,0.13,20%,15%,644,548,245,107,98,2024,Challengers,False,1.18,1.0,0.14,Pacific
kenji,LaZe,64,"['jett', 'cypher', 'kayo', 'raze', 'killjoy']",664,0.86,176.9,0.87,67%,120.3,0.64,0.22,0.09,0.11,34%,11%,426,489,143,62,74,2024,Challengers,False,0.86,0.72,0.29,Pacific
kenkayyy,XLD Gaming,134,"['killjoy', 'viper', 'sova', 'omen', 'cypher']",1160,0.93,188.9,0.92,66%,125.9,0.67,0.24,0.08,0.11,26%,18%,778,847,274,92,122,2024,Challengers,False,0.93,0.84,0.28,Americas
kenobi,Zero Tenacity,325,"['skye', 'breach', 'omen', 'kayo', 'astra']",744,0.85,177.8,0.83,66%,115.8,0.61,0.29,0.09,0.08,33%,11%,454,549,216,68,57,2024,Challengers,False,0.85,0.72,0.4,EMEAS
kenzmps,FTW Leça FC Esports,234,"['breach', 'sova', 'skye', 'omen', 'sage']",249,0.94,193.0,0.84,64%,123.5,0.65,0.26,0.06,0.07,29%,3%,163,194,65,14,18,2024,Challengers,False,0.94,0.67,0.32,EMEAS
kevzii,ZOL Esports,192,"['sova', 'omen', 'fade', 'skye']",903,1.03,189.2,1.01,72%,129.2,0.68,0.34,0.08,0.06,30%,16%,616,611,304,70,52,2024,Challengers,False,1.03,0.9,0.36,Pacific
khaalid,The Ultimates,407,"['breach', 'sova', 'kayo', 'omen', 'harbor']",1593,1.05,192.4,1.05,74%,128.0,0.68,0.38,0.07,0.08,32%,22%,1080,1024,599,118,120,2024,Challengers,True,1.05,0.99,0.4,EMEAS
kheops,Onyx Ravens,372,"['omen', 'reyna', 'brimstone', 'phoenix', 'chamber']",910,0.83,164.3,0.8,71%,106.1,0.58,0.35,0.05,0.1,31%,21%,531,667,317,49,95,2024,Challengers,False,0.83,0.73,0.52,
kibojn,Medal Esports,67,"['breach', 'kayo', 'skye', 'fade', 'jett']",743,1.02,178.5,0.96,73%,116.0,0.64,0.36,0.05,0.04,31%,14%,472,491,271,34,32,2024,Challengers,False,1.02,0.87,0.44,Pacific
killua,Made in Thailand,189,"['jett', 'killjoy', 'skye', 'sova', 'viper']",1077,0.97,209.8,1.03,70%,137.6,0.75,0.2,0.11,0.11,36%,16%,811,786,212,119,115,2024,Challengers,False,0.97,0.87,0.18,Pacific
killu,Akroma,199,"['jett', 'chamber', 'viper', 'killjoy', 'reyna']",595,1.01,191.0,1.02,71%,129.5,0.7,0.21,0.06,0.07,32%,9%,415,405,123,36,42,2024,Challengers,False,1.01,0.83,0.23,EMEAS
kimb0,OXEN,61,"['cypher', 'killjoy', 'viper', 'raze']",455,0.91,174.8,0.9,66%,117.9,0.64,0.2,0.08,0.09,29%,16%,290,323,90,36,41,2024,Challengers,False,0.91,0.72,0.28,Americas
kinguyen,Solary,249,"['raze', 'jett', 'reyna', 'chamber', 'skye']",472,0.99,217.6,1.03,70%,145.0,0.77,0.17,0.18,0.19,27%,13%,365,356,80,84,89,2024,Challengers,False,0.99,0.78,0.15,EMEAS
kino,ONE Team Esports,46,"['jett', 'chamber', 'skye']",245,0.97,208.1,0.98,68%,137.5,0.75,0.15,0.19,0.15,31%,12%,184,187,36,47,37,2024,Challengers,False,0.97,0.69,0.15,Pacific
kiuuuu,Oblivion Force,187,"['omen', 'viper', 'astra', 'killjoy', 'cypher']",658,1.16,220.6,1.18,72%,146.4,0.81,0.34,0.07,0.05,38%,13%,530,448,223,44,36,2024,Challengers,False,1.16,0.97,0.2,Pacific
kivary,OXEN,94,"['raze', 'jett', 'neon', 'killjoy']",455,0.92,207.6,0.97,67%,137.4,0.73,0.19,0.2,0.21,21%,29%,332,343,86,89,97,2024,Challengers,False,0.92,0.72,0.19,Americas
knzy,Rebirth Esports,100,"['sova', 'skye', 'breach', 'gekko', 'fade']",216,0.99,173.1,0.87,75%,120.0,0.6,0.47,0.04,0.03,17%,16%,129,148,101,9,6,2024,Challengers,False,0.99,0.68,0.68,Americas
kongared,Santa Gang,418,"['skye', 'kayo', 'omen', 'breach', 'cypher']",615,0.92,187.7,0.88,70%,122.0,0.66,0.32,0.07,0.1,27%,13%,403,456,194,46,60,2024,Challengers,False,0.92,0.76,0.36,Pacific
kongi,Xperion NXT,256,"['viper', 'killjoy', 'cypher', 'fade', 'sage']",440,0.86,168.9,0.8,67%,116.4,0.58,0.29,0.05,0.11,24%,3%,254,317,127,23,49,2024,Challengers,False,0.86,0.67,0.44,EMEAS
kovaq,ALTERNATE aTTaX,190,"['sova', 'killjoy', 'raze', 'phoenix', 'kayo']",661,1.1,211.4,1.11,67%,140.3,0.74,0.33,0.11,0.1,31%,27%,489,442,217,73,68,2024,Challengers,False,1.1,0.92,0.27,EMEAS
kpzet,Barça eSports,166,"['omen', 'viper', 'astra', 'chamber', 'breach']",567,0.96,187.5,0.92,71%,123.8,0.65,0.33,0.08,0.08,35%,11%,370,401,189,45,48,2024,Challengers,False,0.96,0.78,0.39,EMEAS
krejzzs,FIVE Media Clan,75,"['jett', 'raze', 'chamber']",430,1.15,254.8,1.16,68%,170.3,0.9,0.13,0.19,0.19,31%,11%,388,335,58,82,81,2024,Challengers,False,1.15,0.9,0.05,EMEAS
krizz,Zero Tenacity,47,"['raze', 'jett', 'cypher', 'killjoy']",744,0.94,196.9,0.93,68%,133.3,0.68,0.17,0.13,0.14,23%,12%,507,547,128,95,103,2024,Challengers,False,0.94,0.8,0.22,EMEAS
kssar,Vision Esports,143,"['jett', 'neon', 'killjoy', 'raze']",618,1.08,234.4,1.06,70%,158.8,0.8,0.21,0.17,0.16,24%,9%,493,463,129,107,96,2024,Challengers,False,1.08,0.89,0.14,EMEAS
kuroza,Le Crapaud,76,"['omen', 'killjoy', 'harbor', 'brimstone', 'astra']",219,0.93,165.3,0.86,73%,110.1,0.6,0.34,0.05,0.07,25%,12%,131,153,75,10,15,2024,Challengers,False,0.93,0.64,0.47,Pacific
kuro,United Gaming,296,"['sova', 'fade', 'cypher', 'breach', 'omen']",1399,0.84,180.9,0.84,68%,121.2,0.61,0.29,0.08,0.11,25%,16%,856,1022,410,113,148,2024,Challengers,False,0.84,0.78,0.4,
kush,Alter Ego,285,"['sova', 'skye', 'fade', 'kayo', 'viper']",777,1.09,227.9,1.12,74%,149.8,0.8,0.33,0.12,0.09,35%,24%,621,555,256,94,69,2024,Challengers,False,1.09,0.93,0.2,Pacific
kylee,ARF TEAM,153,"['cypher', 'killjoy', 'jett', 'astra', 'chamber']",772,1.03,208.8,1.06,70%,138.4,0.74,0.21,0.11,0.09,44%,13%,573,543,159,87,73,2024,Challengers,False,1.03,0.88,0.19,Pacific
kyu,Ambrosia,282,"['skye', 'sova', 'fade', 'viper', 'breach']",581,1.16,233.7,1.19,75%,151.8,0.81,0.35,0.1,0.1,28%,15%,471,396,206,61,61,2024,Challengers,False,1.16,0.95,0.2,Americas
l0udly,Ramboot Club,235,"['cypher', 'sova', 'raze', 'killjoy', 'kayo']",394,0.89,170.6,0.88,65%,114.4,0.59,0.21,0.08,0.06,30%,12%,231,264,81,32,24,2024,Challengers,False,0.89,0.68,0.34,EMEAS
lar0k,PCIFIC Espor,66,"['kayo', 'breach', 'gekko', 'skye', 'phoenix']",949,1.18,207.6,1.17,74%,135.5,0.74,0.38,0.08,0.08,31%,21%,698,598,363,76,76,2024,Challengers,False,1.18,1.04,0.31,EMEAS
lauress,Fire Flux Esports,320,"['killjoy', 'cypher', 'sage', 'sova', 'astra']",381,1.06,214.5,1.08,71%,141.1,0.77,0.19,0.09,0.08,29%,15%,295,273,72,35,31,2024,Challengers,False,1.06,0.81,0.16,EMEAS
lauzen,Regnum Carya Esports,219,"['sage', 'killjoy', 'raze', 'sova', 'cypher']",334,1.06,202.9,1.07,70%,139.7,0.76,0.16,0.07,0.05,30%,9%,253,236,52,25,18,2024,Challengers,False,1.06,0.79,0.15,EMEAS
lazy,Peace And Love,35,"['omen', 'viper', 'brimstone', 'astra']",239,0.95,203.6,0.86,74%,136.4,0.67,0.42,0.08,0.09,21%,12%,161,188,100,20,21,2024,Challengers,False,0.95,0.67,0.46,Pacific
leare,Impulse GW,326,"['jett', 'raze', 'chamber']",274,1.17,272.9,1.21,69%,171.0,0.95,0.11,0.2,0.16,28%,8%,260,214,29,55,43,2024,Challengers,False,1.17,0.84,0.02,EMEAS
lenne,LaZe,280,"['sova', 'skye']",345,1.09,221.1,1.05,71%,149.1,0.73,0.36,0.08,0.08,21%,22%,251,240,125,26,27,2024,Challengers,True,1.09,0.82,0.31,Pacific
leosen,Eintracht Frankfurt,271,"['raze', 'reyna', 'neon', 'yoru', 'breach']",671,0.95,207.9,1.0,65%,139.5,0.75,0.13,0.15,0.18,26%,13%,504,506,90,101,124,2024,Challengers,False,0.95,0.79,0.14,EMEAS
lethal,who cars?,29,"['jett', 'kayo', 'breach', 'gekko', 'sage']",428,0.91,163.2,0.79,68%,111.6,0.58,0.37,0.05,0.07,20%,12%,247,311,160,21,30,2024,Challengers,False,0.91,0.71,0.55,EMEAS
leviathan,FULL SENSE,180,"['omen', 'astra', 'viper', 'brimstone']",1255,1.06,199.5,1.11,75%,132.2,0.74,0.35,0.08,0.08,34%,19%,923,835,445,105,98,2024,Challengers,False,1.06,0.97,0.29,Pacific
lewn,Galatasaray Esports,146,"['jett', 'raze', 'killjoy', 'neon']",925,0.96,217.6,0.97,66%,143.7,0.75,0.2,0.19,0.19,31%,19%,691,711,184,173,180,2024,Challengers,False,0.96,0.84,0.18,EMEAS
lew,JiJieHao,298,"['jett', 'raze', 'chamber', 'reyna']",684,1.19,245.2,1.31,73%,163.7,0.86,0.17,0.13,0.1,26%,25%,589,450,116,88,66,2024,Challengers,False,1.19,1.0,0.09,Pacific
lg1c,iPGN,131,"['jett', 'breach', 'raze', 'chamber']",674,1.03,214.2,1.07,70%,139.8,0.78,0.16,0.18,0.16,23%,15%,523,487,110,119,109,2024,Challengers,False,1.03,0.86,0.14,Pacific
lilboii,Medal Esports,51,"['raze', 'jett', 'omen', 'phoenix', 'sage']",386,0.82,178.8,0.75,62%,118.1,0.61,0.17,0.11,0.17,26%,8%,236,313,67,44,65,2024,Challengers,False,0.82,0.63,0.28,Pacific
lime,FOKUS,270,"['jett', 'killjoy', 'yoru', 'raze', 'sage']",804,1.24,247.4,1.34,72%,158.7,0.88,0.22,0.15,0.13,34%,22%,708,529,175,120,103,2024,Challengers,False,1.24,1.07,0.08,EMEAS
limitado,DIS Esports,73,"['viper', 'killjoy', 'cypher', 'sage', 'fade']",435,0.84,167.2,0.81,68%,112.3,0.59,0.22,0.05,0.09,29%,15%,257,319,96,23,40,2024,Challengers,False,0.84,0.66,0.35,Pacific
link,Ambitious Legend Gaming,202,"['omen', 'viper', 'astra', 'killjoy', 'cypher']",208,,165.5,0.71,,112.6,0.56,0.35,0.08,0.11,,,117,164,73,17,23,2024,Challengers,False,0.97,0.66,0.55,China
linus,DIVIZON,205,"['omen', 'viper', 'astra', 'brimstone']",710,0.95,195.3,0.94,70%,129.4,0.67,0.35,0.11,0.11,28%,15%,477,510,247,77,78,2024,Challengers,False,0.95,0.8,0.38,EMEAS
litshii,NOM Esports,264,"['skye', 'kayo', 'killjoy', 'breach', 'cypher']",540,0.9,175.3,0.83,68%,118.9,0.61,0.36,0.08,0.09,24%,16%,327,396,197,42,46,2024,Challengers,False,0.9,0.73,0.48,EMEAS
loita,PCIFIC Espor,79,"['omen', 'viper', 'astra', 'skye']",949,1.08,213.6,1.07,74%,139.9,0.74,0.4,0.11,0.11,40%,15%,706,657,383,104,102,2024,Challengers,False,1.08,0.95,0.33,EMEAS
louitan,Ovation eSports,259,"['raze', 'kayo', 'reyna', 'sage', 'skye']",552,0.94,198.6,0.92,69%,125.3,0.7,0.25,0.09,0.09,29%,9%,387,422,138,48,50,2024,Challengers,False,0.94,0.76,0.26,EMEAS
loydream,JustUs,66,"['jett', 'cypher', 'skye', 'breach']",763,1.0,215.2,0.97,69%,142.8,0.75,0.26,0.1,0.11,21%,15%,576,596,201,79,84,2024,Challengers,False,1.0,0.85,0.21,Pacific
luca,Metizport,88,"['omen', 'jett', 'killjoy', 'chamber', 'viper']",314,1.04,204.9,1.01,67%,141.2,0.74,0.18,0.09,0.06,29%,19%,232,229,58,27,20,2024,Challengers,False,1.04,0.77,0.18,EMEAS
luckerrr,Eintracht Frankfurt,401,"['jett', 'sage', 'raze', 'breach', 'omen']",671,1.04,212.3,1.0,72%,136.2,0.72,0.34,0.13,0.09,24%,11%,480,479,225,87,61,2024,Challengers,False,1.04,0.87,0.3,EMEAS
luckymrj,trashcan,123,"['killjoy', 'cypher', 'viper', 'sova']",572,1.06,199.4,1.04,73%,128.4,0.72,0.24,0.1,0.08,29%,15%,409,395,138,60,48,2024,Challengers,False,1.06,0.86,0.23,EMEAS
luid,SAGAZ,146,"['raze', 'jett', 'sova', 'breach', 'killjoy']",232,0.88,208.6,0.89,66%,139.3,0.72,0.15,0.21,0.19,25%,18%,166,186,34,48,44,2024,Challengers,False,0.88,0.62,0.17,Americas
lukxo,Galorys,170,"['omen', 'viper', 'astra', 'cypher', 'harbor']",1650,1.08,214.2,1.09,71%,142.0,0.75,0.3,0.1,0.09,30%,16%,1245,1138,499,161,146,2024,Challengers,False,1.08,1.03,0.24,Americas
lurzy0y0,Galakticos,228,"['omen', 'viper', 'astra', 'breach']",1288,1.01,187.0,1.01,73%,124.4,0.67,0.28,0.07,0.07,32%,12%,866,857,367,95,84,2024,Challengers,False,1.01,0.93,0.31,EMEAS
lux9,Zerance,130,"['jett', 'raze']",763,1.05,234.6,1.12,67%,152.7,0.83,0.17,0.19,0.15,30%,21%,631,563,132,144,117,2024,Challengers,False,1.05,0.9,0.11,EMEAS
luzuh,Ovation eSports,388,"['jett', 'chamber', 'raze']",552,0.91,202.4,0.93,65%,135.2,0.72,0.12,0.18,0.19,22%,10%,396,426,64,99,106,2024,Challengers,False,0.91,0.74,0.15,EMEAS
lz,2Game Esports,241,"['omen', 'viper', 'astra', 'brimstone', 'harbor']",1648,0.96,182.4,0.95,72%,117.2,0.63,0.33,0.09,0.09,38%,23%,1044,1103,542,143,155,2024,Challengers,False,0.96,0.91,0.42,Americas
m1ke,BOBO,360,"['cypher', 'killjoy', 'sage', 'chamber', 'raze']",528,1.08,212.0,1.12,69%,145.6,0.77,0.18,0.08,0.1,28%,13%,405,361,95,44,53,2024,Challengers,False,1.08,0.87,0.15,Pacific
m4xikk,Falke Esports,260,"['viper', 'omen', 'astra', 'cypher', 'killjoy']",207,0.8,175.0,0.75,61%,116.2,0.61,0.16,0.07,0.09,38%,4%,127,170,34,14,19,2024,Challengers,True,0.8,0.55,0.27,EMEAS
mad22d,XOXO-01,26,"['raze', 'omen', 'jett', 'sova', 'astra']",220,0.93,215.1,0.86,63%,141.8,0.71,0.2,0.13,0.18,26%,,157,182,44,29,40,2024,Challengers,False,0.93,0.64,0.21,Pacific
maestr0,XLD Gaming,121,"['omen', 'jett', 'raze', 'viper', 'breach']",1160,0.98,200.8,0.95,68%,132.9,0.7,0.33,0.07,0.09,28%,10%,816,862,387,85,108,2024,Challengers,False,0.98,0.89,0.32,Americas
magicss,AIM PH,33,"['breach', 'kayo', 'viper', 'killjoy', 'omen']",312,0.86,180.6,0.8,61%,126.0,0.63,0.28,0.07,0.13,28%,7%,198,248,88,23,39,2024,Challengers,False,0.86,0.63,0.36,Pacific
magik,Joblife,325,"['omen', 'astra', 'sage', 'brimstone', 'killjoy']",1024,1.06,216.8,1.09,72%,142.6,0.76,0.33,0.07,0.07,29%,8%,774,711,333,76,72,2024,Challengers,False,1.06,0.94,0.25,EMEAS
magnus,ALTERNATE aTTaX,186,"['jett', 'raze', 'cypher', 'viper', 'killjoy']",661,1.05,224.8,1.12,69%,143.3,0.8,0.13,0.19,0.15,22%,5%,530,473,87,128,100,2024,Challengers,False,1.05,0.88,0.11,EMEAS
maine,iPGN,55,"['omen', 'astra', 'viper', 'sage', 'yoru']",280,0.84,175.8,0.77,66%,114.1,0.58,0.35,0.09,0.12,21%,6%,163,213,98,25,34,2024,Challengers,False,0.84,0.61,0.52,Pacific
maishiu,FOCUSGG,259,"['sova', 'fade', 'breach', 'skye']",847,1.02,195.7,1.0,72%,127.9,0.68,0.34,0.09,0.06,27%,18%,572,570,290,78,48,2024,Challengers,False,1.02,0.88,0.36,Pacific
makaveli,Orangutan,37,"['omen', 'cypher', 'killjoy', 'brimstone', 'harbor']",371,0.92,173.3,0.88,71%,116.6,0.6,0.31,0.07,0.06,24%,9%,221,250,115,25,21,2024,Challengers,False,0.92,0.7,0.44,Pacific
manggong,VEC DAEJEON,82,"['omen', 'viper', 'raze', 'astra', 'brimstone']",468,0.92,178.7,0.89,70%,118.4,0.65,0.29,0.05,0.07,34%,11%,303,340,135,25,31,2024,Challengers,False,0.92,0.73,0.35,Pacific
maniek,Barça eSports,381,"['raze', 'sage', 'jett', 'reyna', 'killjoy']",844,0.98,224.4,1.05,65%,145.2,0.79,0.16,0.18,0.21,23%,19%,665,634,136,154,180,2024,Challengers,False,0.98,0.85,0.13,EMEAS
marctylinho,DVM Esport,173,"['sova', 'fade', 'astra', 'omen', 'viper']",584,0.98,175.3,0.96,74%,114.3,0.63,0.3,0.08,0.05,25%,17%,366,383,178,44,30,2024,Challengers,False,0.98,0.8,0.38,EMEAS
margaret,Sin Prisa Gaming,95,"['cypher', 'killjoy', 'jett', 'viper', 'raze']",649,0.96,190.3,1.0,69%,124.5,0.67,0.27,0.11,0.12,31%,22%,433,434,176,71,76,2024,Challengers,False,0.96,0.8,0.31,Pacific
marky,Oasis Gaming,228,"['jett', 'skye', 'sova', 'omen', 'raze']",758,1.16,224.5,1.21,78%,144.4,0.81,0.32,0.13,0.12,23%,9%,613,508,246,98,89,2024,Challengers,False,1.16,0.99,0.18,Pacific
marky,Metizport,159,"['raze', 'jett', 'neon', 'chamber']",221,0.91,207.2,0.92,62%,138.5,0.7,0.18,0.13,0.16,20%,20%,155,169,40,29,36,2024,Challengers,False,0.91,0.63,0.21,EMEAS
mart1n,Xi Lai Gaming,136,"['killjoy', 'viper', 'omen']",310,,154.3,0.86,,102.1,0.52,0.37,0.06,0.05,,,161,187,116,18,16,2024,Challengers,False,0.97,0.71,0.66,China
masic,Galakticos,337,"['jett', 'raze', 'chamber']",981,1.0,200.0,0.99,68%,136.1,0.7,0.21,0.12,0.1,27%,12%,691,698,208,121,97,2024,Challengers,False,1.0,0.88,0.23,EMEAS
matrixx,FOKUS,234,"['omen', 'viper', 'astra', 'brimstone', 'sage']",365,1.01,190.7,0.98,75%,124.6,0.66,0.36,0.07,0.04,29%,10%,240,246,133,24,15,2024,Challengers,False,1.01,0.77,0.41,EMEAS
maximn,BLX UTD,127,"['chamber', 'omen', 'yoru', 'killjoy', 'kayo']",486,0.95,186.4,0.88,73%,125.2,0.62,0.39,0.09,0.1,20%,17%,303,344,189,42,48,2024,Challengers,False,0.95,0.75,0.51,EMEAS
mcd,Imperium Gaming,101,"['cypher', 'killjoy', 'viper', 'omen', 'sage']",402,1.03,178.6,1.06,68%,123.4,0.67,0.17,0.06,0.07,36%,21%,268,253,69,25,27,2024,Challengers,False,1.03,0.79,0.23,EMEAS
mckinley,Arena Internet Cafe,148,"['sova', 'skye', 'viper', 'omen', 'harbor']",738,1.05,194.1,1.04,72%,134.9,0.69,0.3,0.06,0.07,26%,14%,508,490,219,47,53,2024,Challengers,False,1.05,0.89,0.31,Pacific
meddo,SK Gaming,496,"['cypher', 'killjoy', 'viper', 'breach']",724,1.08,185.4,1.08,72%,125.6,0.69,0.28,0.04,0.04,29%,18%,496,458,201,31,31,2024,Challengers,False,1.08,0.91,0.29,EMEAS
melo,Metizport,77,"['sova', 'fade', 'gekko', 'brimstone', 'breach']",501,0.89,167.8,0.83,68%,113.9,0.58,0.31,0.04,0.06,25%,16%,292,351,156,22,29,2024,Challengers,True,0.89,0.71,0.47,EMEAS
mel,Shopify Rebellion,565,"['omen', 'viper', 'chamber', 'killjoy', 'cypher']",323,0.94,185.4,0.88,69%,118.2,0.64,0.34,0.1,0.11,27%,6%,207,234,111,32,34,2024,Challengers,True,0.94,0.7,0.41,Americas
mel,Shopify Rebellion,565,"['omen', 'viper', 'chamber', 'killjoy', 'cypher']",323,0.94,185.4,0.88,69%,118.2,0.64,0.34,0.1,0.11,27%,6%,207,234,111,32,34,2024,Challengers,True,0.94,0.7,0.41,Americas
memset,Solary,242,"['killjoy', 'cypher', 'omen', 'viper', 'reyna']",472,1.03,198.7,1.07,69%,133.8,0.73,0.16,0.08,0.08,32%,14%,345,322,77,39,40,2024,Challengers,False,1.03,0.81,0.17,EMEAS
mephisto,Six Karma,45,"['jett', 'raze']",504,1.14,250.7,1.15,68%,165.8,0.87,0.16,0.2,0.21,27%,21%,440,384,80,101,105,2024,Challengers,False,1.14,0.91,0.08,Americas
merz,İstanbul Wildcats,108,"['omen', 'astra', 'kayo']",794,0.8,165.8,0.73,67%,107.7,0.56,0.39,0.07,0.1,25%,16%,445,613,308,57,82,2024,Challengers,True,0.8,0.69,0.62,EMEAS
micr0,ZOL Esports,160,"['viper', 'omen', 'astra', 'skye', 'sova']",544,0.88,163.1,0.8,71%,106.2,0.56,0.38,0.06,0.04,17%,12%,304,380,207,34,23,2024,Challengers,False,0.88,0.71,0.6,Pacific
mihlog,Team Flash,38,"['kayo', 'sova', 'sage', 'jett', 'fade']",275,1.13,208.5,1.11,75%,136.0,0.74,0.43,0.07,0.05,29%,15%,204,183,118,20,14,2024,Challengers,False,1.13,0.82,0.36,Pacific
mikael,Falke Esports,98,"['sova', 'kayo', 'breach', 'skye', 'sage']",207,0.56,132.6,0.5,59%,96.0,0.43,0.24,0.07,0.12,27%,13%,89,178,50,15,25,2024,Challengers,False,0.56,0.38,0.59,EMEAS
mikee,Joblife,278,"['cypher', 'breach', 'skye', 'killjoy', 'viper']",1024,0.98,178.6,0.98,72%,119.9,0.63,0.23,0.06,0.08,25%,20%,641,652,232,60,85,2024,Challengers,False,0.98,0.87,0.31,EMEAS
mikee,Blinn,329,"['killjoy', 'cypher', 'jett', 'raze', 'kayo']",1284,1.11,213.9,1.16,74%,143.2,0.78,0.22,0.1,0.07,32%,10%,998,860,277,121,87,2024,Challengers,False,1.11,1.02,0.16,Americas
mikey-tap,Furious Gaming,70,"['omen', 'harbor', 'astra', 'brimstone']",646,0.86,166.3,0.84,67%,111.0,0.62,0.31,0.06,0.06,31%,11%,399,477,203,37,37,2024,Challengers,False,0.86,0.71,0.41,Americas
milky,Arena Internet Cafe,167,"['omen', 'breach', 'astra', 'viper', 'harbor']",674,0.82,156.6,0.75,68%,106.8,0.53,0.36,0.06,0.09,20%,12%,356,476,242,40,64,2024,Challengers,False,0.82,0.69,0.62,Pacific
million,Murash Gaming,136,"['viper', 'kayo', 'omen', 'astra', 'breach']",962,0.92,190.9,0.84,71%,124.6,0.63,0.47,0.07,0.12,19%,15%,605,721,453,72,111,2024,Challengers,False,0.92,0.81,0.61,Pacific
minimise,JiJieHao,349,"['skye', 'kayo', 'breach', 'viper', 'sova']",684,0.86,172.7,0.86,71%,112.6,0.61,0.39,0.1,0.13,23%,13%,415,482,266,68,90,2024,Challengers,True,0.86,0.72,0.52,Pacific
minny,GoNext Esports,217,"['killjoy', 'chamber', 'cypher', 'kayo', 'omen']",1230,1.13,216.4,1.24,73%,143.7,0.78,0.19,0.09,0.07,31%,18%,956,768,238,105,91,2024,Challengers,False,1.13,1.03,0.15,EMEAS
misaya,Sengoku Gaming,185,"['skye', 'breach', 'kayo', 'jett', 'sage']",736,0.92,175.2,0.86,75%,111.8,0.6,0.43,0.07,0.09,15%,12%,445,520,314,49,63,2024,Challengers,False,0.92,0.78,0.61,Pacific
mishu,who cars?,155,"['sova', 'cypher', 'killjoy', 'viper', 'raze']",319,0.96,206.1,0.9,74%,143.1,0.7,0.31,0.11,0.08,26%,12%,223,247,100,35,26,2024,Challengers,False,0.96,0.71,0.3,EMEAS
mited,E-Xolos LAZER,216,"['omen', 'raze', 'brimstone', 'kayo', 'skye']",597,1.04,189.9,1.04,73%,126.2,0.67,0.37,0.08,0.07,25%,13%,402,385,219,48,42,2024,Challengers,True,1.04,0.85,0.4,Americas
miyeon,XSOUL,61,"['killjoy', 'jett', 'chamber', 'kayo', 'raze']",200,0.93,230.0,1.01,64%,145.2,0.78,0.18,0.17,0.15,22%,44%,156,155,35,34,29,2024,Challengers,False,0.93,0.63,0.14,Americas
miz,Please Don't Fire,46,"['jett', 'omen', 'raze', 'kayo', 'cypher']",380,0.71,157.4,0.67,64%,107.8,0.54,0.27,0.09,0.13,26%,3%,205,304,101,34,49,2024,Challengers,False,0.71,0.54,0.47,Pacific
mober,FIVE Media Clan,96,"['killjoy', 'chamber', 'cypher', 'kayo', 'breach']",314,0.88,183.7,0.91,63%,121.8,0.68,0.12,0.06,0.12,35%,7%,213,235,38,18,38,2024,Challengers,False,0.88,0.65,0.18,EMEAS
mochi,EX0TIK GAMING,104,"['killjoy', 'jett', 'raze', 'cypher', 'viper']",415,0.81,171.9,0.78,63%,115.9,0.6,0.14,0.06,0.11,31%,4%,251,321,58,25,44,2024,Challengers,False,0.81,0.63,0.26,EMEAS
moh,The Ultimates,536,"['omen', 'astra', 'killjoy', 'reyna', 'brimstone']",1593,1.18,223.1,1.26,75%,146.7,0.81,0.28,0.12,0.08,29%,12%,1290,1023,440,192,128,2024,Challengers,False,1.18,1.12,0.17,EMEAS
mojer,NAOS,204,"['raze', 'jett', 'killjoy', 'neon']",974,1.09,249.1,1.15,76%,159.1,0.84,0.25,0.16,0.15,22%,11%,820,710,242,159,150,2024,Challengers,False,1.09,0.96,0.13,Pacific
mojo,Reckoning Esports,127,"['breach', 'sova', 'omen', 'sage', 'skye']",500,0.83,153.7,0.75,69%,100.7,0.52,0.42,0.08,0.08,22%,18%,262,351,211,38,42,2024,Challengers,True,0.83,0.66,0.75,Pacific
molsi,Apeks,314,"['sova', 'raze', 'skye', 'kayo', 'breach']",1165,1.08,201.1,1.12,76%,134.1,0.7,0.42,0.08,0.08,26%,18%,812,726,493,88,94,2024,Challengers,True,1.08,0.98,0.41,EMEAS
moner,R8 Esports,411,"['killjoy', 'cypher', 'raze', 'breach', 'sage']",1413,0.97,182.9,1.0,71%,124.8,0.66,0.18,0.08,0.06,27%,10%,930,930,250,113,88,2024,Challengers,False,0.97,0.9,0.24,EMEAS
monsi,Blinn,713,"['viper', 'sova', 'kayo', 'omen', 'astra']",1284,0.94,176.0,0.94,72%,113.0,0.61,0.33,0.07,0.09,24%,14%,789,840,424,88,111,2024,Challengers,True,0.94,0.86,0.45,Americas
