Player,Team,Total Games Played,Signature Agents Ranked by Usage,Rounds Played,Rating,Average Combat Score,Kills:Death,"Kill, Assist, Survive, Trade Percent",Average Damage per Round,Kills Per Round,Assists Per Round,First Kills Per Round,First Deaths Per Round,Headshot Percent,Clutch Success Percent%,Clutches (won/played),Maximum Kills in a single map,Kills,Deaths,Assists,First Kills,First Deaths
vii,TBS GC,156,"['jett', 'raze', 'omen', 'neon', 'kayo']",790,0.86,198.8,0.88,64%,131.7,0.71,0.14,0.15,0.17,29%,11%,,,557,635,112,115,131
vossu,University War GC,84,"['breach', 'kayo', 'sova', 'skye', 'fade']",649,0.89,164.8,0.81,69%,111.7,0.58,0.38,0.04,0.08,31%,12%,,,378,469,249,28,49
wanheda,MYVRA,64,"['breach', 'kayo', 'sova', 'skye', 'sage']",343,0.87,172.2,0.79,68%,113.8,0.61,0.41,0.08,0.09,22%,17%,,,208,264,139,26,31
waved,LOUD GC,153,"['jett', 'raze', 'neon']",410,1.17,265.6,1.24,73%,174.8,0.91,0.20,0.23,0.15,26%,16%,,,375,303,84,95,60
wens,BBL Queens,81,"['killjoy', 'cypher', 'viper', 'sage', 'skye']",747,1.03,204.7,1.07,70%,136.0,0.73,0.19,0.11,0.09,37%,19%,,,545,507,144,83,68
winter,GnG Amazigh White,48,"['raze', 'jett', 'reyna', 'sova', 'fade']",315,1.13,251.1,1.12,68%,165.8,0.88,0.21,0.16,0.17,28%,15%,,,278,249,65,50,52
winter,Pensou num nome,43,"['neon', 'raze', 'jett', 'sova', 'iso']",235,0.92,213.8,0.93,63%,147.5,0.76,0.19,0.16,0.19,27%,4%,,,178,191,44,37,44
wire,Everyone Really Misses,43,"['neon', 'raze', 'jett', 'gekko', 'yoru']",204,0.89,218.3,0.88,59%,146.2,0.75,0.13,0.17,0.17,30%,9%,,,153,173,27,34,34
xaline,charbon,217,"['killjoy', 'chamber', 'viper', 'cypher', 'deadlock']",319,1.08,213.8,1.10,71%,145.0,0.75,0.24,0.08,0.10,23%,10%,,,240,218,77,27,32
xalleby,NTH,58,"['raze', 'jett', 'reyna', 'cypher']",475,0.87,194.3,0.87,64%,131.4,0.66,0.20,0.14,0.18,24%,20%,,,313,360,96,65,85
xann,KS Hunters,166,"['jett', 'raze', 'yoru']",935,0.97,237.5,0.97,68%,156.2,0.80,0.20,0.20,0.21,29%,10%,,,745,766,190,191,196
xenia,Ketçaplı Ruffles,128,"['sova', 'breach', 'skye', 'jett', 'kayo']",394,0.96,199.1,0.96,66%,134.5,0.73,0.24,0.13,0.13,30%,20%,,,286,297,96,53,50
yamzzi,FENNEL GC,96,"['killjoy', 'omen', 'chamber', 'skye', 'sova']",686,1.02,180.4,1.00,72%,120.0,0.66,0.40,0.07,0.07,32%,19%,,,452,452,274,51,45
yashi,Unknown,54,"['omen', 'breach', 'sova', 'viper', 'raze']",224,0.73,169.7,0.68,64%,113.3,0.57,0.28,0.10,0.11,23%,5%,,,128,189,62,23,25
yuh4,URACHACHA,63,"['breach', 'skye', 'kayo', 'fade', 'sova']",201,0.78,169.5,0.72,65%,113.2,0.57,0.33,0.04,0.07,24%,14%,,,114,158,66,9,14
yumi,Penguin Party,53,"['jett', 'reyna', 'breach', 'gekko', 'viper']",210,1.01,203.0,0.97,73%,137.2,0.73,0.30,0.06,0.07,28%,10%,,,153,157,64,12,14
yuna,University War GC,45,"['sova', 'fade', 'viper', 'sage', 'omen']",372,0.77,155.4,0.72,66%,104.9,0.53,0.32,0.07,0.12,28%,3%,,,198,276,120,24,43
zaki,Bon Bon Bum,90,"['raze', 'chamber', 'sage', 'viper', 'reyna']",431,0.83,179.5,0.80,68%,117.4,0.62,0.26,0.11,0.13,27%,23%,,,269,336,111,49,56
zev,HyperSpeed Red,104,"['raze', 'jett', 'neon']",289,0.82,195.6,0.83,58%,131.7,0.69,0.12,0.12,0.21,33%,17%,,,200,242,35,36,60
zidian,K7 Esports,55,"['raze', 'phoenix', 'jett', 'harbor', 'omen']",364,1.04,215.6,0.96,74%,142.1,0.73,0.42,0.07,0.12,17%,10%,,,265,275,152,24,42
zodiac,REIGNITE Lily,69,"['jett', 'raze', 'neon', 'chamber']",359,0.97,224.0,0.93,69%,152.1,0.75,0.22,0.18,0.16,21%,19%,,,269,289,80,66,56
zoe,Unknown,196,"['sova', 'raze', 'chamber', 'jett', 'reyna']",214,0.77,188.4,0.73,60%,130.4,0.63,0.19,0.16,0.21,27%,19%,,,134,184,41,35,46
zoue,YDZ Black,59,"['omen', 'cypher', 'clove', 'killjoy', 'viper']",275,0.77,178.2,0.71,64%,119.1,0.61,0.27,0.07,0.09,21%,3%,,,168,235,74,19,24
