Player,Team,Total Games Played,Signature Agents Ranked by Usage,Rounds Played,Rating,Average Combat Score,Kills:Death,"Kill, Assist, Survive, Trade Percent",Average Damage per Round,Kills Per Round,Assists Per Round,First Kills Per Round,First Deaths Per Round,Headshot Percent,Clutch Success Percent%,Clutches (won/played),Maximum Kills in a single map,Kills,Deaths,Assists,First Kills,First Deaths
hyp,Mandatory,296,"['breach', 'kayo', 'reyna', 'sage', 'fade']",806,0.98,169.7,0.94,74%,114.5,0.61,0.32,0.07,0.06,26%,11%,,,489,518,257,57,52
hyunmin,Unknown,39,"['raze', 'jett', 'breach', 'kayo']",230,1.22,272.8,1.28,74%,180.4,0.95,0.18,0.20,0.10,27%,5%,,,219,171,41,45,24
hyzee,Team Big BAAM,265,"['astra', 'cypher', 'killjoy', 'omen', 'sova']",240,1.05,213.3,1.05,75%,140.2,0.73,0.34,0.09,0.06,38%,15%,,,175,166,81,21,15
ianto,Requiem,133,"['viper', 'jett', 'killjoy', 'gekko', 'raze']",742,1.07,199.7,1.10,76%,131.6,0.70,0.31,0.08,0.09,26%,23%,,,522,476,232,63,66
ibrocky,Unknown,162,"['kayo', 'viper', 'skye', 'breach']",227,0.85,159.8,0.82,67%,112.2,0.53,0.22,0.04,0.09,22%,10%,,,121,148,49,9,20
ichisolo,Carti World,42,"['killjoy', 'cypher', 'jett', 'sage', 'breach']",294,0.93,178.3,0.83,68%,124.2,0.59,0.25,0.06,0.07,26%,17%,,,174,209,73,17,21
idex,Ramboot Club,292,"['killjoy', 'cypher', 'omen', 'sage', 'chamber']",318,0.81,164.5,0.76,65%,114.8,0.57,0.27,0.07,0.14,30%,20%,,,181,239,87,23,45
ifly,Twisted Minds Esports,400,"['jett', 'skye', 'raze', 'breach', 'chamber']",851,0.97,204.5,1.04,67%,135.1,0.74,0.13,0.15,0.11,25%,8%,,,630,605,112,129,96
ikana,Unknown,106,"['skye', 'sova', 'fade', 'gekko']",967,1.11,205.2,1.15,74%,135.2,0.75,0.33,0.06,0.07,26%,16%,,,722,630,319,61,67
iluri,MOUZ,315,"['sova', 'breach', 'killjoy', 'kayo']",1271,0.95,167.8,0.94,73%,110.8,0.60,0.31,0.06,0.08,37%,17%,,,763,815,397,73,100
imnotd7o,Suicide Squad,56,"['omen', 'harbor']",434,0.89,176.2,0.82,69%,107.2,0.61,0.34,0.10,0.10,13%,17%,,,265,325,147,42,43
impact,Unknown,48,"['cypher', 'raze', 'killjoy', 'jett', 'kayo']",429,0.95,204.7,0.95,69%,133.1,0.73,0.21,0.15,0.12,33%,16%,,,314,329,89,66,52
impecunity,Unknown,66,"['jett', 'killjoy', 'raze', 'cypher']",519,0.92,188.5,0.95,66%,127.0,0.68,0.15,0.11,0.11,25%,10%,,,353,373,76,57,55
infestor,Unknown,178,"['chamber', 'cypher', 'viper', 'killjoy', 'sova']",524,0.91,187.5,0.88,66%,124.6,0.67,0.24,0.05,0.08,27%,14%,,,350,397,125,27,43
infiltrator,Winthrop University,378,"['jett', 'raze', 'chamber']",937,1.00,231.5,1.01,68%,153.1,0.81,0.17,0.19,0.18,26%,20%,,,758,748,157,177,171
inf,Ninjas in Galaxy,80,"['killjoy', 'cypher', 'kayo', 'reyna', 'skye']",489,0.88,183.6,0.91,62%,128.6,0.67,0.13,0.10,0.13,25%,14%,,,329,363,64,49,65
insider,KPI Gaming,353,"['killjoy', 'cypher', 'viper', 'sage', 'kayo']",606,1.00,197.2,1.07,70%,134.2,0.68,0.20,0.11,0.08,32%,26%,,,412,385,120,64,47
instxnct,St. Clair Saints,239,"['raze', 'omen', 'jett', 'sova']",401,1.00,209.1,1.03,69%,141.0,0.72,0.20,0.11,0.14,23%,14%,,,288,279,79,46,56
intro,Unknown,168,"['omen', 'sova', 'viper', 'killjoy', 'breach']",405,0.93,183.4,0.90,66%,124.8,0.64,0.27,0.05,0.07,31%,14%,,,260,290,111,22,30
ip0tt,Galakticos,195,"['jett', 'raze', 'killjoy', 'neon', 'sage']",1359,1.02,230.4,1.09,71%,150.3,0.80,0.17,0.18,0.15,31%,10%,,,1088,1000,227,240,207
isaa,Team Liquid Brazil,400,"['jett', 'viper', 'killjoy', 'sova', 'skye']",289,0.89,171.4,0.84,68%,119.6,0.58,0.28,0.07,0.06,27%,15%,,,169,201,80,21,16
itaoearth,XOXO-01,27,"['cypher', 'fade', 'breach', 'skye', 'kayo']",220,0.79,157.4,0.72,61%,108.7,0.55,0.20,0.05,0.11,28%,18%,,,120,167,45,10,24
ivy,Sin Prisa Gaming,74,"['sova', 'deadlock', 'skye', 'fade']",694,1.10,209.1,1.13,76%,135.0,0.74,0.30,0.08,0.07,33%,19%,,,512,453,208,54,49
izzy,Papara SuperMassive,300,"['jett', 'raze', 'chamber']",714,1.21,261.6,1.33,73%,167.0,0.93,0.16,0.21,0.15,28%,14%,,,661,496,115,152,109
jady,Zerance,267,"['sage', 'sova', 'kayo', 'cypher', 'viper']",763,1.06,212.4,1.08,72%,141.5,0.74,0.30,0.11,0.08,37%,13%,,,565,523,226,82,61
jaebin,FearX,100,"['jett', 'raze']",742,1.05,237.4,1.04,73%,158.5,0.80,0.22,0.18,0.13,16%,9%,,,595,570,166,132,96
jaf,Formulation Gaming,265,"['omen', 'viper', 'astra', 'kayo', 'brimstone']",733,0.93,186.2,0.92,67%,122.6,0.66,0.28,0.08,0.09,33%,15%,,,486,526,208,55,68
jakee,YFP Gaming,512,"['omen', 'viper', 'jett', 'astra']",347,1.06,206.3,1.08,77%,132.6,0.75,0.39,0.11,0.12,29%,18%,,,259,240,136,38,40
jangler,Unknown,696,"['astra', 'omen', 'viper']",526,0.92,152.5,0.83,74%,100.4,0.53,0.39,0.02,0.03,23%,10%,,,277,332,204,11,17
jannyxd,Ramboot Club,306,"['jett', 'raze']",394,1.05,219.8,1.07,69%,144.5,0.78,0.19,0.20,0.14,24%,19%,,,308,289,74,77,54
jans0n,Unknown,115,"['killjoy', 'gekko', 'breach', 'cypher', 'jett']",658,0.89,179.4,0.86,67%,116.2,0.64,0.29,0.08,0.09,27%,7%,,,419,486,192,50,58
jas0n,Unknown,330,"['killjoy', 'raze', 'jett', 'omen', 'cypher']",668,0.93,196.0,0.95,70%,127.7,0.67,0.18,0.13,0.16,25%,17%,,,447,473,122,85,109
jas,Joblife,292,"['raze', 'jett', 'sova', 'neon']",1024,1.01,221.2,1.07,69%,144.3,0.78,0.17,0.20,0.20,29%,24%,,,794,743,177,204,207
jayh,Unknown,219,"['kayo', 'sova', 'breach', 'viper', 'sage']",396,1.05,204.3,0.99,77%,130.0,0.68,0.44,0.05,0.09,25%,16%,,,269,272,174,20,34
ja,NAOS,312,"['jett', 'chamber', 'astra', 'killjoy', 'cypher']",974,1.12,232.5,1.22,73%,153.7,0.84,0.21,0.15,0.14,27%,10%,,,817,672,201,147,134
jcruel,Converse NBG,592,"['jett', 'chamber', 'omen', 'viper']",366,1.11,209.8,1.09,74%,137.4,0.73,0.37,0.07,0.08,21%,23%,,,268,246,135,26,28
jcz,OXEN,20,"['gekko', 'deadlock', 'sova', 'skye', 'cypher']",262,1.02,205.6,0.99,71%,131.6,0.72,0.29,0.06,0.06,30%,9%,,,189,190,75,15,15
jeee,ZOL Esports,149,"['viper', 'astra', 'sova', 'omen', 'fade']",442,0.93,181.1,0.91,69%,123.1,0.64,0.33,0.04,0.09,30%,20%,,,285,314,148,19,38
jefz,Cynical,61,"['jett', 'raze', 'viper', 'astra']",296,1.03,224.1,1.00,71%,151.1,0.77,0.22,0.17,0.20,13%,24%,,,227,226,66,49,58
jerk,Winthrop University,789,"['sova', 'astra', 'raze', 'killjoy', 'omen']",937,1.00,187.3,0.98,69%,125.4,0.65,0.19,0.07,0.05,20%,13%,,,607,617,179,61,48
jesmu,OnlyFins,163,"['sova', 'omen', 'gekko', 'kayo', 'fade']",991,0.99,198.9,0.97,73%,131.8,0.70,0.32,0.07,0.08,21%,14%,,,693,715,315,67,84
jesse,Barça eSports,373,"['sova', 'omen', 'viper', 'skye', 'sage']",1364,1.10,209.7,1.12,70%,137.0,0.75,0.31,0.08,0.08,33%,16%,,,1023,912,423,112,114
jeyj7y,Unknown,320,"['sova', 'fade', 'breach', 'skye', 'sage']",500,0.83,164.0,0.77,69%,112.8,0.57,0.30,0.06,0.10,32%,12%,,,284,369,152,29,51
jfoen,ILLICIT,257,"['raze', 'breach', 'omen', 'jett', 'skye']",386,1.01,190.0,1.01,69%,121.8,0.68,0.31,0.11,0.15,33%,24%,,,264,261,121,44,56
jinboong,Unknown,235,"['raze', 'kayo', 'killjoy', 'breach', 'omen']",736,1.12,224.5,1.17,69%,147.8,0.80,0.20,0.11,0.10,34%,13%,,,586,502,147,84,76
jini,ALTERNATE aTTaX,232,"['omen', 'sova', 'killjoy', 'brimstone', 'viper']",460,0.94,179.6,0.91,72%,116.5,0.63,0.38,0.06,0.08,25%,16%,,,292,320,175,29,36
jlerst,Galakticos,298,"['viper', 'astra', 'omen', 'killjoy']",631,1.12,214.8,1.21,77%,139.5,0.78,0.34,0.09,0.06,31%,14%,,,491,406,216,57,37
jn3v1ce,Unknown,240,"['breach', 'skye', 'viper', 'kayo', 'killjoy']",315,0.98,188.7,0.88,71%,123.4,0.63,0.37,0.05,0.05,26%,5%,,,200,226,116,16,17
johnolsen,FULL SENSE,390,"['jett', 'raze', 'phoenix', 'breach', 'reyna']",1255,1.05,244.4,1.11,71%,161.7,0.84,0.20,0.20,0.17,27%,9%,,,1058,957,251,254,215
jojo,Unknown,22,"['killjoy', 'cypher', 'viper', 'omen', 'kayo']",313,0.99,199.0,0.99,65%,132.6,0.71,0.19,0.11,0.11,24%,10%,,,222,225,60,35,34
jonaaa6,FLUFFY AIMERS,721,"['breach', 'sova', 'kayo', 'astra', 'viper']",885,1.02,198.8,1.05,72%,130.5,0.69,0.26,0.08,0.09,32%,11%,,,610,581,228,74,82
jonx,Regnum Carya Esports,227,"['jett', 'raze', 'skye', 'omen', 'sage']",334,0.90,182.0,0.86,66%,121.4,0.63,0.28,0.08,0.10,34%,24%,,,211,244,93,28,35
joojina,Team Liquid Brazil,319,"['omen', 'astra', 'brimstone', 'jett', 'sage']",289,0.90,165.2,0.82,70%,110.4,0.57,0.41,0.08,0.07,27%,16%,,,164,200,118,23,21
joshh,Ninjas in Galaxy,228,"['jett', 'killjoy', 'viper', 'omen', 'sage']",476,0.86,161.1,0.76,69%,108.2,0.58,0.35,0.05,0.07,30%,15%,,,276,362,165,25,32
jotinha,OXEN,118,"['omen', 'viper', 'sova', 'brimstone', 'astra']",455,0.89,175.3,0.85,69%,113.9,0.59,0.38,0.07,0.11,30%,12%,,,268,316,174,31,48
jowa,Unknown,344,"['breach', 'sova', 'jett', 'kayo', 'raze']",307,1.08,200.0,0.96,71%,132.4,0.65,0.29,0.05,0.06,31%,19%,,,200,208,88,14,17
jow,E-Xolos LAZER,159,"['sova', 'viper', 'gekko', 'skye', 'fade']",597,0.90,167.6,0.88,71%,113.2,0.60,0.26,0.09,0.07,36%,20%,,,360,410,156,51,43
joxjo,RIDDLE ORDER,214,"['breach', 'kayo', 'skye', 'raze', 'fade']",690,0.93,177.6,0.86,73%,114.9,0.60,0.43,0.06,0.08,28%,17%,,,415,482,296,43,58
jrayn,Fenerbahçe Esports,137,"['fade', 'sova', 'breach', 'skye', 'kayo']",533,1.00,190.2,0.96,71%,126.4,0.66,0.32,0.05,0.05,33%,9%,,,354,368,168,27,29
jsp,Converse NBG,286,"['jett', 'omen', 'raze', 'skye', 'astra']",250,1.02,197.2,1.07,69%,136.5,0.69,0.23,0.09,0.05,27%,22%,,,172,161,58,23,12
juicy,Disguised,277,"['jett', 'raze', 'reyna', 'yoru']",982,1.06,220.6,1.14,72%,142.8,0.78,0.23,0.17,0.15,22%,18%,,,762,671,221,166,152
juseu,DVM Esport,308,"['jett', 'raze', 'sage', 'reyna']",483,0.97,189.6,0.97,74%,127.9,0.66,0.23,0.09,0.08,24%,9%,,,321,331,112,43,37
justnationn,Unknown,131,"['omen', 'sova', 'jett', 'raze', 'sage']",458,1.00,202.6,0.99,68%,129.6,0.72,0.35,0.11,0.09,23%,10%,,,329,332,162,52,39
jvhz,Unknown,79,"['jett', 'raze', 'neon']",630,1.03,221.3,1.06,70%,145.5,0.76,0.22,0.19,0.18,22%,12%,,,478,450,136,117,116
k1llers,Team Flash,294,"['raze', 'jett', 'kayo', 'omen', 'reyna']",488,1.11,220.3,1.10,76%,146.1,0.76,0.35,0.13,0.08,24%,16%,,,373,338,171,63,41
k1ngkappa,Unknown,139,"['jett', 'raze', 'cypher', 'killjoy', 'viper']",635,0.98,216.6,0.99,67%,143.6,0.75,0.21,0.15,0.14,29%,10%,,,479,482,135,94,88
k1ng,DRAGONS,271,"['sova', 'killjoy', 'raze', 'chamber', 'skye']",475,1.11,228.4,1.07,73%,152.1,0.79,0.28,0.10,0.08,21%,13%,,,374,351,135,46,36
k1zpawn,Unknown,271,"['killjoy', 'viper', 'cypher', 'breach', 'kayo']",358,1.10,193.8,1.15,74%,136.0,0.70,0.24,0.07,0.04,25%,24%,,,250,218,85,25,14
k4davra,Gentle Mates,283,"['jett', 'reyna', 'raze', 'cypher', 'viper']",378,1.09,216.7,1.16,76%,143.9,0.79,0.25,0.08,0.07,30%,11%,,,300,259,95,32,27
kaajak,Apeks,246,"['jett', 'raze', 'omen', 'yoru']",1165,1.31,273.9,1.50,75%,174.1,1.00,0.17,0.23,0.14,39%,15%,,,1169,781,201,272,159
kabzi,There is no tomorrow,52,"['killjoy', 'cypher', 'chamber']",208,0.96,199.3,0.93,62%,140.4,0.70,0.17,0.08,0.12,25%,26%,,,145,156,36,17,25
kacpi,Unknown,152,"['chamber', 'jett', 'kayo', 'omen', 'sage']",215,0.93,168.4,0.90,74%,109.7,0.63,0.30,0.05,0.05,36%,11%,,,136,151,65,10,10
kadiri,Unknown,73,"['jett', 'raze', 'yoru', 'cypher', 'reyna']",394,1.05,239.4,1.03,66%,157.8,0.82,0.19,0.15,0.11,34%,14%,,,324,314,75,60,44
kadoom,Made in Thailand,337,"['jett', 'raze', 'neon']",1077,0.99,233.3,1.03,71%,152.0,0.79,0.19,0.19,0.18,26%,17%,,,848,826,202,204,191
kaho,SFU Pink,144,"['jett', 'killjoy', 'sova', 'raze', 'cypher']",334,0.96,190.1,0.93,70%,125.2,0.65,0.27,0.09,0.09,24%,8%,,,217,233,90,29,31
kajuks,Unknown,195,"['omen', 'breach', 'raze', 'viper', 'killjoy']",853,1.03,201.7,0.98,71%,131.2,0.71,0.35,0.08,0.07,27%,16%,,,609,624,295,71,56
kakarot,ZOL Esports,178,"['kayo', 'jett', 'raze', 'killjoy', 'cypher']",903,0.94,198.9,0.98,71%,134.2,0.71,0.26,0.11,0.12,23%,16%,,,644,658,234,98,111
kalkkuna,apinaorkesteri,95,"['jett', 'raze', 'chamber', 'skye']",839,1.02,224.9,1.02,71%,148.6,0.78,0.20,0.16,0.14,25%,13%,,,652,639,166,132,121
kally,Unknown,23,"['cypher', 'killjoy', 'astra', 'kayo', 'sova']",247,1.07,205.8,1.06,68%,130.2,0.74,0.26,0.10,0.07,28%,16%,,,184,173,64,24,17
kamisseq,Ramboot Club,208,"['omen', 'chamber', 'sova', 'astra', 'brimstone']",394,1.02,202.2,1.05,69%,130.3,0.73,0.27,0.09,0.07,47%,5%,,,287,273,107,34,28
kamyk,Joblife,279,"['raze', 'sage', 'cypher', 'astra', 'kayo']",1024,1.16,216.5,1.19,75%,144.6,0.79,0.38,0.07,0.09,33%,19%,,,806,678,391,76,90
kanpeki,Unknown,500,"['jett', 'skye', 'kayo', 'sova', 'chamber']",660,1.00,195.8,0.99,71%,130.1,0.68,0.35,0.07,0.09,26%,17%,,,452,455,228,49,57
kaoticcc,SaD Purple,454,"['jett', 'raze', 'sova', 'reyna']",287,0.91,221.4,0.91,66%,143.8,0.75,0.19,0.20,0.22,31%,12%,,,214,235,55,57,63
kaqnn,Skulls Esports,92,"['cypher', 'omen', 'killjoy', 'sova', 'chamber']",723,0.72,147.0,0.67,58%,101.2,0.53,0.15,0.05,0.10,26%,9%,,,385,575,111,36,69
karam1l,Niory Esports,136,"['killjoy', 'cypher', 'chamber', 'viper', 'jett']",676,0.98,201.1,0.97,69%,139.0,0.71,0.20,0.10,0.10,35%,9%,,,478,491,134,68,66
karma,Unknown,135,"['raze', 'jett', 'killjoy', 'neon', 'cypher']",449,0.99,195.7,0.99,66%,133.7,0.71,0.13,0.12,0.11,24%,22%,,,318,320,60,52,50
kasper,Fraggerz,273,"['omen', 'astra', 'skye', 'sage']",933,0.88,181.4,0.86,67%,115.9,0.65,0.29,0.06,0.11,35%,11%,,,602,703,267,58,105
katashio,Converse NBG,254,"['omen', 'jett', 'raze', 'skye', 'brimstone']",250,1.11,224.8,1.13,74%,148.7,0.76,0.22,0.14,0.13,19%,13%,,,189,167,56,35,32
katsumi,Unknown,557,"['omen', 'astra', 'viper', 'brimstone', 'killjoy']",307,0.94,198.3,0.93,68%,131.1,0.72,0.23,0.08,0.12,35%,15%,,,222,238,72,22,35
katu,Ramboot Club,312,"['raze', 'kayo', 'skye', 'reyna', 'killjoy']",394,0.93,185.6,0.89,67%,124.9,0.62,0.36,0.07,0.12,38%,15%,,,243,273,140,29,48
kayle,Unknown,125,"['killjoy', 'fade', 'astra', 'cypher', 'viper']",582,0.85,173.4,0.84,66%,118.0,0.61,0.23,0.06,0.07,22%,17%,,,356,426,131,35,43
kayle,Unknown,53,"['jett', 'raze', 'cypher', 'reyna']",566,0.97,217.2,0.95,67%,139.7,0.73,0.22,0.17,0.14,24%,19%,,,414,437,126,95,78
kayn,Unknown,121,"['breach', 'omen', 'raze', 'kayo', 'sova']",396,0.78,158.3,0.71,67%,103.0,0.55,0.34,0.08,0.10,28%,7%,,,217,306,133,30,38
kazoo,Unknown,381,"['reyna', 'raze', 'gekko', 'killjoy', 'phoenix']",1098,0.94,192.5,0.96,70%,129.4,0.68,0.23,0.08,0.11,36%,14%,,,752,786,254,93,116
kehmicals,Unknown,293,"['jett', 'raze', 'cypher', 'omen']",207,1.03,224.9,1.00,75%,149.4,0.77,0.18,0.15,0.14,21%,11%,,,159,159,37,32,30
kellys,Oasis Gaming,197,"['raze', 'kayo', 'jett']",758,1.18,252.1,1.18,75%,166.0,0.85,0.32,0.14,0.13,20%,15%,,,644,548,245,107,98
keloqz,Unknown,228,"['jett', 'chamber', 'raze']",310,1.06,230.1,1.12,68%,148.8,0.82,0.13,0.22,0.20,27%,5%,,,253,225,40,69,61
kenji,LaZe,64,"['jett', 'cypher', 'kayo', 'raze', 'killjoy']",664,0.86,176.9,0.87,67%,120.3,0.64,0.22,0.09,0.11,34%,11%,,,426,489,143,62,74
kenkayyy,XLD Gaming,134,"['killjoy', 'viper', 'sova', 'omen', 'cypher']",1160,0.93,188.9,0.92,66%,125.9,0.67,0.24,0.08,0.11,26%,18%,,,778,847,274,92,122
kenobi,Zero Tenacity,325,"['skye', 'breach', 'omen', 'kayo', 'astra']",744,0.85,177.8,0.83,66%,115.8,0.61,0.29,0.09,0.08,33%,11%,,,454,549,216,68,57
kenzmps,FTW Leça FC Esports,234,"['breach', 'sova', 'skye', 'omen', 'sage']",249,0.94,193.0,0.84,64%,123.5,0.65,0.26,0.06,0.07,29%,3%,,,163,194,65,14,18
kero,Contractless,183,"['breach', 'kayo', 'skye', 'sage', 'omen']",286,0.72,154.4,0.67,60%,101.9,0.53,0.32,0.05,0.12,35%,13%,,,152,228,92,13,34
kevzii,ZOL Esports,192,"['sova', 'omen', 'fade', 'skye']",903,1.03,189.2,1.01,72%,129.2,0.68,0.34,0.08,0.06,30%,16%,,,616,611,304,70,52
kev,Painguins,719,"['jett', 'raze', 'skye', 'chamber', 'breach']",342,0.91,205.7,0.95,66%,140.0,0.75,0.12,0.13,0.15,25%,6%,,,255,269,40,44,50
khaalid,The Ultimates,407,"['breach', 'sova', 'kayo', 'omen', 'harbor']",1593,1.05,192.4,1.05,74%,128.0,0.68,0.38,0.07,0.08,32%,22%,,,1080,1024,599,118,120
kheops,Onyx Ravens,372,"['omen', 'reyna', 'brimstone', 'phoenix', 'chamber']",910,0.83,164.3,0.80,71%,106.1,0.58,0.35,0.05,0.10,31%,21%,,,531,667,317,49,95
khs,MORBIDLY OBESE,322,"['sova', 'skye', 'fade', 'chamber', 'jett']",725,0.90,198.9,0.92,71%,135.3,0.70,0.23,0.14,0.12,25%,6%,,,506,551,165,99,87
khz,Unknown,34,"['killjoy', 'cypher', 'breach']",437,1.01,199.7,1.07,69%,133.7,0.73,0.19,0.10,0.11,29%,12%,,,317,297,84,43,48
kibojn,Medal Esports,67,"['breach', 'kayo', 'skye', 'fade', 'jett']",743,1.02,178.5,0.96,73%,116.0,0.64,0.36,0.05,0.04,31%,14%,,,472,491,271,34,32
kiles,Unknown,390,"['killjoy', 'cypher', 'viper', 'reyna', 'phoenix']",725,1.05,184.1,1.07,76%,123.3,0.67,0.31,0.06,0.06,33%,13%,,,483,450,223,44,43
killdream,GMBLERS,295,"['jett', 'omen', 'astra', 'brimstone', 'viper']",550,0.97,224.1,0.99,69%,148.5,0.77,0.27,0.16,0.16,23%,9%,,,421,427,148,87,87
killua,Made in Thailand,189,"['jett', 'killjoy', 'skye', 'sova', 'viper']",1077,0.97,209.8,1.03,70%,137.6,0.75,0.20,0.11,0.11,36%,16%,,,811,786,212,119,115
killu,Akroma,199,"['jett', 'chamber', 'viper', 'killjoy', 'reyna']",595,1.01,191.0,1.02,71%,129.5,0.70,0.21,0.06,0.07,32%,9%,,,415,405,123,36,42
kimb0,OXEN,61,"['cypher', 'killjoy', 'viper', 'raze']",455,0.91,174.8,0.90,66%,117.9,0.64,0.20,0.08,0.09,29%,16%,,,290,323,90,36,41
kinguyen,Solary,249,"['raze', 'jett', 'reyna', 'chamber', 'skye']",472,0.99,217.6,1.03,70%,145.0,0.77,0.17,0.18,0.19,27%,13%,,,365,356,80,84,89
king,Unknown,160,"['viper', 'omen', 'cypher', 'killjoy']",673,0.97,202.5,0.91,69%,136.8,0.69,0.32,0.08,0.09,22%,12%,,,467,516,212,52,63
kino,ONE Team Esports,46,"['jett', 'chamber', 'skye']",245,0.97,208.1,0.98,68%,137.5,0.75,0.15,0.19,0.15,31%,12%,,,184,187,36,47,37
kishi,Niory Esports,246,"['breach', 'raze', 'skye', 'phoenix', 'kayo']",229,1.09,205.8,1.08,80%,135.2,0.73,0.45,0.07,0.04,31%,12%,,,168,155,102,17,9
kiss,Unknown,74,"['jett', 'raze', 'omen']",945,1.09,234.7,1.11,74%,156.7,0.81,0.28,0.17,0.16,29%,21%,,,768,695,261,158,148
kiuuuu,Oblivion Force,187,"['omen', 'viper', 'astra', 'killjoy', 'cypher']",658,1.16,220.6,1.18,72%,146.4,0.81,0.34,0.07,0.05,38%,13%,,,530,448,223,44,36
kivary,OXEN,94,"['raze', 'jett', 'neon', 'killjoy']",455,0.92,207.6,0.97,67%,137.4,0.73,0.19,0.20,0.21,21%,29%,,,332,343,86,89,97
kntz,Unknown,135,"['omen', 'astra', 'viper', 'brimstone']",1077,1.06,186.5,1.08,75%,122.0,0.69,0.33,0.07,0.04,30%,17%,,,748,693,351,75,47
knzy,Rebirth Esports,100,"['sova', 'skye', 'breach', 'gekko', 'fade']",216,0.99,173.1,0.87,75%,120.0,0.60,0.47,0.04,0.03,17%,16%,,,129,148,101,9,6
koalanoob,Unknown,506,"['jett', 'chamber', 'omen']",1424,1.12,233.3,1.20,73%,147.2,0.82,0.25,0.19,0.13,21%,15%,,,1170,978,361,268,182
kobra,Be 정상,174,"['jett', 'omen', 'raze', 'chamber']",295,0.85,199.3,0.85,60%,132.7,0.69,0.11,0.15,0.18,29%,3%,,,204,239,32,43,53
kohliii,Unknown,257,"['sova', 'omen', 'astra', 'brimstone', 'breach']",925,0.95,185.6,0.89,72%,121.4,0.63,0.36,0.06,0.08,23%,11%,,,585,661,337,52,76
kongared,Santa Gang,418,"['skye', 'kayo', 'omen', 'breach', 'cypher']",615,0.92,187.7,0.88,70%,122.0,0.66,0.32,0.07,0.10,27%,13%,,,403,456,194,46,60
kongi,Xperion NXT,256,"['viper', 'killjoy', 'cypher', 'fade', 'sage']",440,0.86,168.9,0.80,67%,116.4,0.58,0.29,0.05,0.11,24%,3%,,,254,317,127,23,49
korsonix,UST Esports,488,"['killjoy', 'cypher', 'viper', 'omen', 'breach']",207,1.04,207.8,1.08,72%,131.6,0.75,0.20,0.05,0.04,23%,5%,,,156,144,42,10,9
kovaq,ALTERNATE aTTaX,190,"['sova', 'killjoy', 'raze', 'phoenix', 'kayo']",661,1.10,211.4,1.11,67%,140.3,0.74,0.33,0.11,0.10,31%,27%,,,489,442,217,73,68
kozok,Melilla Titans,232,"['sova', 'fade', 'breach', 'omen', 'skye']",277,1.02,204.5,0.99,71%,134.2,0.71,0.27,0.06,0.08,25%,19%,,,198,200,74,17,23
kpzet,Barça eSports,166,"['omen', 'viper', 'astra', 'chamber', 'breach']",567,0.96,187.5,0.92,71%,123.8,0.65,0.33,0.08,0.08,35%,11%,,,370,401,189,45,48
kr1stal,Unknown,198,"['sova', 'jett', 'sage', 'chamber', 'killjoy']",310,N/A,234.6,1.23,N/A,154.7,0.77,0.28,0.10,0.10,N/A,N/A,,,239,194,87,32,32
kramarick,PEEK,107,"['omen', 'harbor', 'brimstone', 'viper']",234,0.95,172.8,0.94,71%,116.1,0.66,0.32,0.06,0.08,35%,25%,,,155,165,75,13,19
krejzzs,FIVE Media Clan,75,"['jett', 'raze', 'chamber']",430,1.15,254.8,1.16,68%,170.3,0.90,0.13,0.19,0.19,31%,11%,,,388,335,58,82,81
krizz,Zero Tenacity,47,"['raze', 'jett', 'cypher', 'killjoy']",744,0.94,196.9,0.93,68%,133.3,0.68,0.17,0.13,0.14,23%,12%,,,507,547,128,95,103
krostaly,Unknown,95,"['raze', 'jett', 'cypher', 'omen', 'chamber']",407,0.91,199.9,0.91,67%,120.1,0.69,0.21,0.13,0.13,28%,8%,,,281,309,84,52,50
krx,Unknown,75,"['jett', 'raze', 'reyna', 'kayo', 'neon']",214,0.90,200.5,0.90,67%,136.6,0.69,0.21,0.16,0.22,29%,8%,,,148,164,46,34,47
kssar,Vision Esports,143,"['jett', 'neon', 'killjoy', 'raze']",618,1.08,234.4,1.06,70%,158.8,0.80,0.21,0.17,0.16,24%,9%,,,493,463,129,107,96
kugio,Unknown,255,"['raze', 'kayo', 'jett', 'sage', 'breach']",476,1.03,202.0,0.96,70%,132.8,0.70,0.36,0.09,0.08,28%,11%,,,333,346,171,41,37
kumi,Unknown,260,"['jett', 'raze', 'neon', 'killjoy']",595,1.09,235.3,1.10,71%,155.3,0.83,0.21,0.19,0.14,26%,14%,,,491,446,127,112,86
kuroza,Le Crapaud,76,"['omen', 'killjoy', 'harbor', 'brimstone', 'astra']",219,0.93,165.3,0.86,73%,110.1,0.60,0.34,0.05,0.07,25%,12%,,,131,153,75,10,15
kuro,United Gaming,296,"['sova', 'fade', 'cypher', 'breach', 'omen']",1399,0.84,180.9,0.84,68%,121.2,0.61,0.29,0.08,0.11,25%,16%,,,856,1022,410,113,148
kushay,Unknown,484,"['omen', 'astra', 'viper', 'brimstone', 'harbor']",317,1.03,199.6,0.95,72%,131.1,0.67,0.39,0.12,0.10,30%,21%,,,211,221,125,37,32
kush,Alter Ego,285,"['sova', 'skye', 'fade', 'kayo', 'viper']",777,1.09,227.9,1.12,74%,149.8,0.80,0.33,0.12,0.09,35%,24%,,,621,555,256,94,69
kwixy,Unknown,398,"['sova', 'fade', 'skye', 'sage']",366,1.00,198.6,0.93,70%,135.9,0.69,0.27,0.09,0.08,34%,11%,,,251,270,98,34,31
